課程名稱,上課地點,開放報名,開課日期,性質
植栽美學設計多元創意班第01期,嘉義市嘉義市國華街245號6樓,2022/02/15,2022/03/15,在職
五感芳療人才培訓班第01期,嘉義市嘉義市林森東路151號1樓,2022/02/15,2022/03/15,在職
國內旅遊行程規劃導覽班第04期,嘉義市嘉義市垂楊路508號5樓之2,2022/02/15,2022/08/06,在職
園藝多肉組盆與農業應用班第01期,嘉義市嘉義市蘭井街465號2樓,2022/02/14,2022/03/14,在職
精品咖啡調製師與創意輕食實作班 第01期,嘉義市,2022/02/14,2022/07/18,職前
常用日語會話班第03期,嘉義市嘉義市世賢路１段679號,2022/02/13,2022/03/12,在職
一般物業清潔人員施作課程班第01期,嘉義市嘉義市垂楊路508號5樓之2,2022/02/11,2022/03/11,在職
會計暨行政助理訓練班 第01期,嘉義市,2022/02/10,2022/03/21,職前
智慧新零售暨電商整合行銷班第02期,嘉義市嘉義市垂楊路508號5樓之2,2022/02/09,2022/07/23,在職
3D列印技術與雷射雕刻應用基礎班第01期,嘉義市嘉義市福州七街65號1樓,2022/02/04,2022/03/04,在職
在地食材料理創作班第01期,嘉義市嘉義市國華街245號6樓,2022/01/28,2022/03/08,在職
植萃精油文創手工皂製作班第01期,嘉義市嘉義市蘭井街465號9樓3,2022/01/28,2022/03/08,在職
人氣烘焙麵包點心訓練班第01期,嘉義市嘉義市國華街245號6樓,2022/01/27,2022/03/07,在職
3D藝術果凍雕花創作班第03期,嘉義市嘉義市垂楊路508號5樓之2,2022/01/27,2022/03/18,在職
風味飲調及特色城市懷舊點心製作班第01期,嘉義市嘉義市垂楊路400號8樓之2,2022/01/27,2022/04/11,在職
行銷企劃與活動展覽企劃師證照班 第01期,嘉義市,2022/01/27,2022/04/06,職前
電動機踏車維修保養訓練班第02期,嘉義市嘉義市民權路304號,2022/01/26,2022/03/06,在職
無人機多元應用暨專業飛手培訓B班,嘉義市西區博愛路二段241號、嘉義縣大林鎮南華路一段55號,2022/01/26,2022/03/08,青年
無人機多元應用暨專業飛手培訓A班,嘉義市西區博愛路二段241號、嘉義縣大林鎮南華路一段55號,2022/01/26,2022/06/28,青年
手縫拼布實作班第04期,嘉義市嘉義市民權路304號2樓(會議室),2022/01/25,2022/03/05,在職
勞動法令與人力資源管理實務應用訓練班第01期,嘉義市嘉義市世賢路４段120號,2022/01/24,2022/03/05,在職
咖啡職人暨輕食美學設計班第01期,嘉義市嘉義市友忠路555號1樓,2022/01/24,2022/03/05,在職
交通事故處理暨保險權益解析班第06期,嘉義市嘉義市玉康路160號2樓,2022/01/23,2022/03/04,在職
時尚整體美髮造型實務班第03期,嘉義市嘉義市吳鳳北路291號3樓,2022/01/22,2022/03/03,在職
創意手作編織包及編織小物實作班第05期,嘉義市嘉義市民權路304號2樓,2022/01/22,2022/03/02,在職
淨膚精油保養品與手工皂實作班第01期,嘉義市嘉義市垂楊路400號8樓之2,2022/01/22,2022/02/22,在職
經典不敗夜市美食小吃班第01期,嘉義市嘉義市上海路27號,2022/01/21,2022/02/21,在職
課輔才藝兒童彩繪捏塑實務班第01期,嘉義市嘉義市國華街245號7樓1,2022/01/21,2022/03/01,在職
茶葉感官專業人才中高級培訓班第01期,嘉義市嘉義市民權路304號2樓,2022/01/21,2022/03/01,在職
不動產專業法規與土地登記實務班第01期,嘉義市嘉義市西區金山路108號3樓3,2022/01/21,2022/02/21,在職
複合媒材泥塑傢飾藝品班第03期,嘉義市嘉義市垂楊路508號5樓之2,2022/01/19,2022/02/19,在職
茶葉感官專業人才初級訓練班第01期,嘉義市嘉義市民權路304號2樓,2022/01/18,2022/02/10,在職
殯葬禮儀服務應用訓練班第02期,嘉義市嘉義市彌陀路255號,2022/01/18,2022/02/10,在職
電商社群行銷經營班 第01期,嘉義市,2022/01/14,2022/02/25,職前
照顧服務員專班-在職假日第1班 第01期,嘉義市,2022/01/12,2022/09/17,職前
照顧服務員專班-職前平日第7班 第01期,嘉義市,2022/01/12,2022/09/19,職前
照顧服務員專班-職前平日第5班 第01期,嘉義市,2022/01/12,2022/08/29,職前
照顧服務員專班-職前平日第2班 第01期,嘉義市,2022/01/12,2022/05/02,職前
照顧服務員平日自訓第2班 第01期,嘉義市,2022/01/12,2022/10/03,職前
照顧服務員平日自訓第1班 第01期,嘉義市,2022/01/12,2022/04/06,職前
照顧服務員專班-職前平日第1班 第01期,嘉義市,2022/01/03,2022/03/08,職前
照顧服務員專班 - 職前平日第3班 第01期,嘉義市,2022/01/01,2022/06/06,職前
二輪電動車維修保養實務班第04期,嘉義市嘉義市垂楊路508號5樓之2,2021/12/08,2022/03/12,在職
旬食季節創作料理班第01期,嘉義市嘉義市上海路27號,2021/11/29,2021/12/29,在職
新纖活蔬食風味料理班第01期,嘉義市嘉義市上海路27號,2021/11/27,2021/12/27,在職
創意手工咖啡暨舒活輕食基礎班第01期,嘉義市嘉義市友忠路555號1樓,2021/11/26,2021/12/26,在職
寶石翡翠鑑定實務班第01期,嘉義市嘉義市彌陀路101號,2021/11/24,2021/12/25,在職
社會保險及車禍解析班第03期,嘉義市嘉義市玉康路160號2樓,2021/11/21,2021/12/27,在職
提升農業行銷力培訓班第03期,嘉義市嘉義市垂楊路508號5樓之2,2021/11/18,2021/12/18,在職
芳療調香應用輔導班第03期,嘉義市嘉義市林森東路151號1樓,2021/11/14,2021/12/14,在職
人氣蛋糕烘焙班第01期,嘉義市嘉義市國華街245號6樓,2021/11/14,2021/12/14,在職
SolidWorks曲面造型設計應用A班第01期,嘉義市嘉義市垂楊路400號8樓之2,2021/11/13,2022/02/09,在職
營造業甲種職業安全衛生業務主管訓練班第02期,嘉義市嘉義市中興路127號5樓(第三教室),2021/11/08,2021/12/08,在職
EXCEL商業應用實務班第01期,嘉義市嘉義市玉康路160號,2021/11/07,2021/12/07,在職
共有土地處分及耕地375處理實務班第01期,嘉義市嘉義市公義路1號,2021/11/05,2021/12/19,在職
輕鬆下午茶烘焙點心實作班第01期,嘉義市嘉義市國華街245號6樓,2021/11/05,2021/12/26,在職
傳統整復推拿初級技術員職能基準單元課程班第01期,嘉義市嘉義市興業西路125號,2021/11/05,2021/12/11,在職
民俗調理傳統整復推拿班第01期,嘉義市嘉義市玉康路160號,2021/11/05,2021/12/05,在職
園藝與小品盆栽實作班第01期,嘉義市嘉義市國華街245號7樓1,2021/11/05,2021/12/05,在職
人資勞動法令實務應用訓練班第01期,嘉義市嘉義市民權路278號6樓,2021/11/04,2021/12/04,在職
時尚手作拼布實作班第04期,嘉義市嘉義市民權路304號2樓,2021/11/01,2021/12/01,在職
快剪造型實務班第01期,嘉義市嘉義市國華街245號6樓,2021/11/01,2021/12/15,在職
林業工藝產業創作設計班第06期,嘉義市嘉義市玉康路160號2樓,2021/10/30,2021/12/30,在職
手作製鞋與皮革工藝班第02期,嘉義市嘉義市蘭井街465號2樓,2021/10/29,2021/11/29,在職
三公噸以上固定式起重機操作訓練班第02期,嘉義市嘉義市國華街245號7樓之6,2021/10/28,2021/11/28,在職
行政文書處理軟體應用班第01期,嘉義市嘉義市蘭井街465號2樓,2021/10/23,2021/12/21,在職
網路直播行銷實務班第02期,嘉義市嘉義市國華街245號7樓1,2021/10/23,2021/12/14,在職
數位雷雕設計創作班第02期,嘉義市嘉義市玉康路160號,2021/10/23,2021/12/21,在職
就業服務職能與勞資法令實務訓練班第01期,嘉義市嘉義市彌陀路101號,2021/10/14,2021/12/05,在職
養生瑜珈教學人員實務班第09期,嘉義市嘉義市世賢路４段120號,2021/10/13,2021/12/11,在職
拉丁舞蹈訓練班第01期,嘉義市嘉義市吳鳳南路94號,2021/10/12,2021/12/03,在職
企業ERP與辦公室軟體應用認證班 第01期,嘉義市,2021/10/06,2021/12/06,職前
雲端辦公室與企業人才訓練班 第01期,嘉義市,2021/10/01,2021/11/15,職前
原衣改造創意班第03期,嘉義市嘉義市玉康路160號2樓,2021/09/26,2021/11/28,在職
銀髮族照顧技術訓練C班第03期,嘉義市嘉義市國華街245號7樓1,2021/09/26,2021/11/28,在職
會議展覽專業人員訓練班第01期,嘉義市嘉義市垂楊路508號5樓之2,2021/09/25,2021/11/27,在職
LINE APP行銷策略訓練班第01期,嘉義市嘉義市國華街245號7樓1,2021/09/24,2021/12/08,在職
跨境行銷人才培訓班(嘉義) 第1梯,嘉義市西區中山路494號,2021/09/15,2022/01/24,青年
跨境行銷人才培訓班(嘉義) 第2梯,嘉義市西區中山路494號,2021/09/15,2022/06/07,青年
手機攝影美圖編修班第01期,嘉義市嘉義市蘭井街465號2樓,2021/09/08,2021/12/27,在職
銀髮產業健康促進暨延緩失能培訓班（青年專班）第01期,(600)嘉義市嘉義市世賢路四段120號,2021/09/08,2021/10/26,青年
美容芳香紓壓實務班第01期,嘉義市嘉義市吳鳳北路291號3樓,2021/09/01,2021/12/01,在職
無人機組裝及飛行技能培訓班,嘉義市東區民權路278號6樓,2021/09/01,2021/11/01,青年
外送美食微型創業班 第01期,嘉義市,2021/07/21,2021/11/08,職前
電腦輔助繪圖設計與 3D 列印組裝班 第01期,嘉義市,2021/07/20,2021/10/27,職前
國際行銷企劃培訓班,嘉義市東區彌陀路253號,2021/05/31,2021/10/06,青年
節能環保及電動機車維修暨自行車培訓班 第01期,嘉義市,2021/05/25,2021/07/05,職前
托育人員專業訓練班(職前班) 第1期,嘉義市,2021/05/13,2021/09/04,職前
照顧服務員專班-職前平日第4班 第01期,嘉義市,2021/05/01,2021/10/05,職前
門市零售服務人員培訓班 第01期,嘉義市,2021/05/01,2021/08/25,職前
職場商務軟體應用證照班 第01期,嘉義市,2021/04/22,2021/09/13,職前
飯店接待與房務人員培訓班 第01期,嘉義市,2021/04/22,2021/09/30,職前
中式證照暨烹調料理班 第01期,嘉義市,2021/04/20,2021/09/04,職前
托育人員專業訓練班(在職班)第1期 第01期,嘉義市,2021/04/19,2021/08/14,職前
原民特色風味佳餚製作培訓班(原住民專班) 第01期,嘉義市,2021/04/14,2021/09/27,職前
家事達人培訓班 第01期,嘉義市,2021/04/13,2021/08/16,職前
多媒體視覺化網頁設計實務班 第01期,嘉義市,2021/04/12,2021/09/06,職前
烘焙食品證照培訓班 第01期,嘉義市,2021/04/01,2021/08/16,職前
(嘉義縣)月嫂基礎餐飲養成訓練班 第01期,嘉義市,2021/04/01,2021/09/13,職前
創意養生料理及坐月子服務培訓班 第01期,嘉義市,2021/03/29,2021/09/06,職前
會展策劃暨活動展覽企劃師證照班 第01期,嘉義市,2021/03/25,2021/11/16,職前
企業多媒體設計應用班 第01期,嘉義市,2021/03/22,2021/09/22,職前
國際行銷企劃,嘉義市林森東路151號(F101教室),2021/03/15,2021/09/27,青年
(嘉義縣)飯店禮賓接待與餐飲服務員班 第01期,嘉義市,2021/03/12,2021/10/01,職前
(嘉義縣)企業軟體暨ERP證照班 第01期,嘉義市,2021/03/12,2021/08/06,職前
園藝產業經營暨開發應班 第01期,嘉義市,2021/03/08,2021/09/22,職前
照顧服務員專班─職前平日第2班 第1期,嘉義市,2021/01/02,2021/06/22,職前
照顧服務員專班-在職假日第2班 第01期,嘉義市,2020/12/28,2021/08/28,職前
照顧服務員平日自訓第２班 第01期,嘉義市,2020/12/21,2021/09/01,職前
照顧服務員專班平日職前第7班 第01期,嘉義市,2020/12/18,2021/11/01,職前
照顧服務員專班職前平日第5班 第01期,嘉義市,2020/12/18,2021/09/16,職前
照顧服務員專班-職前平日第6班 第1期,嘉義市,2020/12/15,2021/08/04,職前
創意蔬食料理暨飲品人才訓練班 第01期,嘉義市,2020/10/05,2020/11/23,職前
節能水電冷氣裝修證照班 第01期,嘉義市,2020/09/01,2020/11/26,職前
工業產品設計暨3D列印創作實務班(青年專班)第01期,(600)嘉義市嘉義市垂楊路400號八樓之二,2020/08/26,2020/09/28,青年
國際行銷企劃培訓班,嘉義市彌陀路253號,2020/08/18,2020/10/13,青年
美甲彩妝創業班(新住民專班) 第01期,嘉義市,2020/08/10,2020/09/14,職前
照顧服務員職前訓練班-自訓自用 第01期,嘉義市,2020/08/08,2020/09/14,職前
會計暨ERP資訊系統應用認證班 第01期,嘉義市,2020/08/06,2020/10/05,職前
電商平台網路行銷實務班 第01期,嘉義市,2020/07/28,2020/10/05,職前
美甲證照與專業美妍師創業實務班(新住民專班) 第01期,嘉義市,2020/07/14,2020/11/04,職前
水電裝修實務證照班 第01期,嘉義市,2020/07/07,2020/09/03,職前
電腦輔助繪圖與 3D 列印組裝應用班 第01期,嘉義市,2020/07/02,2020/08/24,職前
托育人員專業訓練班（在職班） 第01期,嘉義市,2020/07/01,2020/07/19,職前
米其林指南小吃暨中式米食訓練班 第01期,嘉義市,2020/07/01,2020/09/15,職前
園藝栽培暨造園景觀工程訓練班 第01期,嘉義市,2020/06/29,2020/09/08,職前
電腦輔助機具零件設計班(產訓專班) 第01期,嘉義市,2020/06/29,2020/11/19,職前
咖啡館與午茶點心製作班 第01期,嘉義市,2020/06/22,2020/10/14,職前
烘焙甜點暨咖啡餐車班 第01期,嘉義市,2020/06/12,2020/09/07,職前
烘培食品證照培訓班 第01期,嘉義市,2020/06/01,2020/08/17,職前
門市零售服務人員培訓班 第01期,嘉義市,2020/05/22,2020/07/27,職前
中式證照培訓班 第01期,嘉義市,2020/05/15,2020/07/20,職前
清潔從業人員訓練班 第01期,嘉義市,2020/05/12,2020/07/27,職前
餐飲管理儲備幹部訓練班 第01期,嘉義市,2020/05/11,2020/08/17,職前
餐飲產品開發創新暨應用班 第01期,嘉義市,2020/05/01,2020/07/06,職前
照顧服務員專班職前平日班第5班 第1期,嘉義市,2020/05/01,2020/08/04,職前
(嘉義縣)西點烘焙創意綜合訓練班 第01期,嘉義市,2020/04/27,2020/06/01,職前
芳香精油舒壓調理養身班 第01期,嘉義市,2020/04/24,2020/05/21,職前
輕食點心與精品咖啡調製師認證班 第01期,嘉義市,2020/04/20,2020/07/27,職前
時尚造型速剪暨整體設計創業培訓班 第01期,嘉義市,2020/03/26,2020/05/25,職前
世界村百匯料理暨中餐丙級證照培訓班(新住民專班) 第01期,嘉義市,2020/03/25,2020/07/07,職前
(嘉義縣)法式藍帶蔬果輕食飲品實務班 第01期,嘉義市,2020/03/25,2020/05/04,職前
飯店旅館房務從業人員培訓班 第01期,嘉義市,2020/03/24,2020/05/05,職前
會計行政助理人員班 第01期,嘉義市,2020/03/20,2020/05/04,職前
職場商務軟體應用證照班 第01期,嘉義市,2020/03/18,2020/04/21,職前
(嘉義縣)紋繡美睫美甲與整體造型師訓練班 第01期,嘉義市,2020/03/03,2020/05/25,職前
(嘉義縣)飯店旅館及民宿管理人員證照班 第01期,嘉義市,2020/03/03,2020/07/02,職前
(嘉義縣)展場視覺設計及佈置行銷班 第01期,嘉義市,2020/03/03,2020/06/09,職前
(嘉義縣)智慧節能水電裝修暨冷氣電器維修班 第01期,嘉義市,2020/03/02,2020/09/14,職前
(嘉義縣)文創商品設計暨3D列印人才班 第01期,嘉義市,2020/03/02,2020/05/19,職前
(嘉義縣)中餐綜合訓練班 第01期,嘉義市,2020/02/27,2020/04/06,職前
(嘉義縣)嘉義縣農產創意加工行銷班 第01期,嘉義市,2020/02/21,2020/03/26,職前
會計暨行政助理人員班 第01期,嘉義市,2020/02/20,2020/06/30,職前
行銷企劃管理暨門市服務證照培訓班 第01期,嘉義市,2020/02/19,2020/05/11,職前
家務管理人員訓練班 第01期,嘉義市,2020/02/19,2020/03/24,職前
照顧服務員專班職前平日第6班 第01期,嘉義市,2020/02/17,2020/09/01,職前
快速剪髮設計師培訓班 第01期,嘉義市,2020/02/17,2020/08/17,職前
月子媽媽照顧服務訓練班 第01期,嘉義市,2020/02/15,2020/03/23,職前
物業清潔專業人員訓練班 第01期,嘉義市,2020/02/13,2020/04/06,職前
托育人員專業訓練班(在職班) 第01期,嘉義市,2020/02/05,2020/03/21,職前
時尚彩妝美甲眉睫造型實務班 第01期,嘉義市,2020/02/05,2020/03/05,職前
職場資訊技能應用實務證照班 第01期,嘉義市,2020/02/05,2020/03/02,職前
照顧服務員專班職前平日第3班 第01期,嘉義市,2020/02/03,2020/07/07,職前
托育人員專業訓練班(在職班) 第01期,嘉義市,2020/01/31,2020/08/01,職前
行銷與活動展覽企劃師證照班 第01期,嘉義市,2020/01/31,2020/12/21,職前
ERP倉儲管理暨堆高機操作人員訓練班 第01期,嘉義市,2020/01/20,2020/03/09,職前
照顧服務員專班在職假日第2班 第01期,嘉義市,2020/01/13,2020/07/11,職前
照顧服務員專班在職假日第1班 第01期,嘉義市,2020/01/13,2020/03/21,職前
照顧服務員專班職前平日第1班 第01期,嘉義市,2020/01/13,2020/02/17,職前
照顧服務員專班職前平日第2班 第01期,嘉義市,2020/01/10,2020/07/06,職前
照顧服務員專班-職前平日第4班 第1期,嘉義市,2020/01/02,2020/06/03,職前
輕食點心製作暨飲料調製丙級證照班 第01期,嘉義市,2019/09/27,2019/12/09,職前
米其林指南小吃暨中式米食加工證照培訓班 第01期,嘉義市,2019/09/27,2019/12/02,職前
廚務人員暨證照訓練班 第01期,嘉義市,2019/09/11,2019/11/04,職前
家事服務管理人員培訓班 第01期,嘉義市,2019/09/09,2019/10/28,職前
多媒體影音微廣告行銷班 第01期,嘉義市,2019/08/27,2019/10/17,職前
快剪高手暨時尚造型設計創業實務班 第01期,嘉義市,2019/08/26,2019/11/25,職前
時尚活動展覽企劃師證照班 第01期,嘉義市,2019/08/13,2019/12/25,職前
下午茶暨創意手作點心班 第01期,嘉義市,2019/08/07,2019/11/01,職前
創意輕食與精品咖啡調製師認證班 第01期,嘉義市,2019/07/29,2019/08/23,職前
農業經營暨農產品利用班 第01期,嘉義市,2019/07/15,2019/09/02,職前
托育人員專業訓練班 第01期,嘉義市,2019/07/15,2019/08/10,職前
電商社群行銷企劃培訓班 第01期,嘉義市,2019/07/02,2019/11/11,職前
西式煮藝料理班 第01期,嘉義市,2019/07/01,2019/08/26,職前
照顧服務員專班職前平日班 第01期,嘉義市,2019/07/01,2019/10/01,職前
園藝暨造園景觀工程丙級證照班 第01期,嘉義市,2019/06/26,2019/09/16,職前
智慧行動裝置維修技術訓練班 第01期,嘉義市,2019/06/26,2019/08/12,職前
原民食品製作暨中餐丙級證照班(原住民專班) 第01期,嘉義市,2019/06/19,2019/09/17,職前
商務文書與行銷企劃人才養成班 第01期,嘉義市,2019/06/01,2019/09/16,職前
托育人員專業訓練班 第01期,嘉義市,2019/05/20,2019/06/22,職前
托育人員專業訓練班 第01期,嘉義市,2019/05/16,2019/06/01,職前
展場視覺設計及佈置行銷班 第01期,嘉義市,2019/05/13,2019/07/15,職前
月子媽媽照顧服務訓練班 第01期,嘉義市,2019/05/07,2019/07/15,職前
工業機具與零件設計開發技術人才養成班(產訓專班) 第01期,嘉義市,2019/05/06,2019/11/28,職前
會計行政助理人員班 第01期,嘉義市,2019/05/06,2019/06/17,職前
清潔從業人員訓練班 第01期,嘉義市,2019/04/25,2019/05/20,職前
照顧服務員職前訓練假日班 第01期,嘉義市,2019/04/23,2019/05/18,職前
(嘉義縣)西點烘焙創意綜合訓練班 第01期,嘉義市,2019/04/18,2019/05/20,職前
異國風味便當暨中餐丙級證照培訓班(新住民專班) 第01期,嘉義市,2019/04/16,2019/05/06,職前
家務管理人員培訓班 第01期,嘉義市,2019/04/16,2019/07/30,職前
工業產品設計暨3D列印創作實務班(青年專班)第01期,(600)嘉義市嘉義市垂楊路400號8樓之2,2019/04/15,2019/05/27,青年
照顧服務員職前訓練班 第01期,嘉義市,2019/04/12,2019/06/03,職前
水電裝修實務班 第01期,嘉義市,2019/04/08,2019/06/25,職前
行動靚甲美妍創業實務班(新住民專班) 第01期,嘉義市,2019/04/03,2019/05/02,職前
辦公室軟體應用證照訓練班 第01期,嘉義市,2019/04/02,2019/05/06,職前
飯店旅館房務暨接待人員培訓班 第01期,嘉義市,2019/04/01,2019/09/02,職前
中式證照暨烹調料理班 第01期,嘉義市,2019/04/01,2019/05/24,職前
男子理髮及流行設計速剪創業班 第01期,嘉義市,2019/04/01,2019/09/23,職前
門市零售服務人員培訓班 第01期,嘉義市,2019/04/01,2019/07/08,職前
皮革包設計製作技術班(融合式專班) 第01期,嘉義市,2019/04/01,2019/07/01,職前
會計行政助理人員培訓班 第01期,嘉義市,2019/04/01,2019/05/02,職前
行銷企劃暨活動展覽企劃師證照班 第01期,嘉義市,2019/03/28,2019/04/22,職前
基礎女裝暨平車拷克技術訓練班(融合式專班) 第01期,嘉義市,2019/03/23,2019/04/15,職前
(嘉義縣)蔬果輕食養生飲品調製班 第01期,嘉義市,2019/03/14,2019/04/23,職前
照顧服務員專班職前平日班 第02期,嘉義市,2019/03/01,2019/09/03,職前
照顧服務員專班職前平日班 第01期,嘉義市,2019/03/01,2019/05/06,職前
(嘉義縣)芳香精油舒壓調理養身班 第01期,嘉義市,2019/02/27,2019/05/07,職前
企業ERP資訊應用認證班 第01期,嘉義市,2019/02/25,2019/04/19,職前
(嘉義縣)家庭水電配線及節能家電維修技術班 第01期,嘉義市,2019/02/18,2019/09/25,職前
(嘉義縣)電腦輔助繪圖與3D列印創作班 第01期,嘉義市,2019/02/18,2019/08/28,職前
(嘉義縣)靚甲美妍暨新娘秘書美容實務訓練班 第01期,嘉義市,2019/02/18,2019/07/08,職前
(嘉義縣)互動式視覺數位美學設計行銷整合班 第01期,嘉義市,2019/02/18,2019/06/10,職前
(嘉義縣)飯店旅館及民宿管理人員培訓班 第01期,嘉義市,2019/02/18,2019/05/29,職前
(嘉義縣)中餐綜合訓練班 第01期,嘉義市,2019/02/15,2019/03/25,職前
(嘉義縣)農產加工品網路行銷通路設計班 第01期,嘉義市,2019/02/13,2019/03/29,職前
照顧服務員訓練班-平日班 第01期,嘉義市,2019/02/01,2019/02/18,職前
照顧服務員專班-在職假日班 第02期,嘉義市,2019/01/31,2019/08/17,職前
照顧服務員專班-在職假日班 第01期,嘉義市,2019/01/31,2019/05/18,職前
照顧服務員專班-職前平日班 第02期,嘉義市,2019/01/30,2019/07/15,職前
照顧服務員專班-職前平日班 第01期,嘉義市,2019/01/30,2019/04/22,職前
照顧服務員專班職前平日班 第02期,嘉義市,2019/01/21,2019/06/12,職前
照顧服務員專班職前平日班 第01期,嘉義市,2019/01/21,2019/03/12,職前
