課程名稱,上課地點,開放報名,開課日期,性質
多益英文聽力及閱讀訓練班第01期,高雄市苓雅區中正二路175號13樓之3,2022/05/03,2022/07/02,在職
妝點時尚達人班 第01期,高雄市,2022/05/03,2022/06/30,職前
甲種職業安全衛生業務主管訓練班第01期,高雄市前鎮區一心二路128號8樓之2,2022/05/02,2022/06/02,在職
NA25照服職前班 第01期,高雄市,2022/05/02,2022/08/09,職前
NA22照服職前班 第01期,高雄市,2022/05/01,2022/09/01,職前
特色中西點心製作班第01期,高雄市仁武區鳳仁路253號1樓,2022/04/30,2022/05/31,在職
農產加工暨應用班第01期,高雄市三民區皓東路169-6號2F,2022/04/30,2022/05/30,在職
土地法與土地相關稅法實務運用訓練班,高雄市新興區中山二路472號5樓之8,2022/04/30,2022/05/30,在職
Podcast線上廣播之企業產品行銷實務班第03期,高雄市苓雅區光華一路206號17樓之5,2022/04/29,2022/05/29,在職
穿搭帽T洋裝與斜背包裁縫訓練班第01期,高雄市苓雅區中正二路175號13樓之3,2022/04/29,2022/05/29,在職
中餐烹飪班第01期,高雄市鳳山區和平路42號,2022/04/29,2022/05/29,在職
手作童裝袋物與皮革實作班 第01期,高雄市,2022/04/29,2022/06/22,職前
木作工藝進階班第01期,高雄市前鎮區鎮中路6號9樓教室,2022/04/28,2022/05/28,在職
課後照顧服務人員培訓班 第01期,高雄市,2022/04/28,2022/06/30,職前
觀光導覽解說員實務訓練班 第01期,高雄市,2022/04/28,2022/06/30,職前
手機攝影微電影班第02期,高雄市鳳山區南京路146號,2022/04/27,2022/05/27,在職
不動產經紀人專業訓練班第02期,高雄市苓雅區光華一路206號17樓之5,2022/04/26,2022/05/26,在職
易經卜卦進階班第01期,高雄市前鎮區鎮中路6號8樓,2022/04/26,2022/05/26,在職
堆高機操作人員安全衛生訓練班第01期,高雄市新興區七賢一路251號14樓,2022/04/25,2022/05/25,在職
荷重在一公噸以上之堆高機操作人員訓練班第01期,高雄市前鎮區一心二路128號8樓之2,2022/04/24,2022/05/24,在職
AutoCAD電腦輔助製圖設計實務班第01期,高雄市三民區堯山街8號,2022/04/24,2022/05/24,在職
LINE貼圖與商業插畫創作設計班第01期,高雄市苓雅區光華一路206號17樓之5,2022/04/23,2022/05/23,在職
精油芳療保健應用學士學分班第01期,高雄市苓雅區中正二路30號,2022/04/23,2022/05/23,在職
混凝土施作人員訓練班 第01期,高雄市,2022/04/23,2022/05/31,職前
營建土木工程人員訓練班 第01期,高雄市,2022/04/23,2022/05/30,職前
數位攝影技巧暨商品拍攝實務班第01期,高雄市苓雅區光華一路206號17樓之5,2022/04/22,2022/06/19,在職
職業安全衛生管理技能實務班第01期,高雄市苓雅區三多一路186號(行政大樓8樓),2022/04/22,2022/05/22,在職
新版ISO22000:2018食品安全管理系統輔導人員訓練班第01期,高雄市新興區中山二路472號12樓之12,2022/04/22,2022/06/26,在職
腳底反射區按摩訓練班第01期,高雄市苓雅區武廟路124號2樓,2022/04/21,2022/05/21,在職
甲種職業安全衛生業務主管教育訓練班第01期,高雄市苓雅區中正一路315號4樓之2,2022/04/21,2022/05/21,在職
財務與資產管理實務初階班第02期,高雄市苓雅區三多二路84號,2022/04/21,2022/05/21,在職
循環農場規劃及友善耕作栽培管理實務班第01期,高雄市前金區中華三路中華三路77-1號12樓之1訓練教室(三),2022/04/21,2022/08/13,在職
運動推拿保健班第01期,高雄市三民區建工路747號2樓,2022/04/21,2022/05/21,在職
複合式咖啡飲品輕食班第01期,高雄市苓雅區中正一路102號,2022/04/21,2022/05/21,在職
NA08照服職前檢定專班 第01期,高雄市,2022/04/21,2022/05/18,職前
電子商務ERP系統開發人才班第一梯次,高雄市三民區建工路415號-高雄科技大學,2022/04/20,2022/12/30,青年
手作布藝進階班第01期,高雄市前鎮區鎮中路6號9樓,2022/04/19,2022/05/19,在職
室內設計與3D空間建模實務班 第01期,高雄市,2022/04/19,2022/07/26,職前
固定式起重機架空式機上操作人員訓練班第01期,高雄市前鎮區瑞隆路472號2樓,2022/04/18,2022/05/18,在職
BS05托育人員職前假日班 第01期,高雄市,2022/04/18,2022/07/23,職前
不動產經紀營業員專業訓練班第04期,高雄市新興區中山二路472號5樓之8,2022/04/17,2022/05/17,在職
傳統整復推拿基礎訓練班第01期,高雄市前金區中華四路283號5樓,2022/04/15,2022/05/15,在職
Excel VBA大數據資料分析自動化設計班第01期,高雄市三民區中山一路318號3樓電腦教室,2022/04/15,2022/05/15,在職
記帳士專業初階訓練班第01期,高雄市前金區五福三路21號9樓,2022/04/15,2022/05/15,在職
NA18照服職前班 第01期,高雄市,2022/04/15,2022/07/01,職前
皮革工藝暨多媒材商品製作班 第01期,高雄市,2022/04/15,2022/06/02,職前
植物拓染服飾藝術設計班 第01期,高雄市,2022/04/15,2022/06/22,職前
傳統男服飾文創設計班 第01期,高雄市,2022/04/15,2022/06/08,職前
渲染服飾拼布創作班 第01期,高雄市,2022/04/15,2022/05/17,職前
AIOT智慧生活機器人實作培訓班第一梯次,高雄市三民區建工路415號-高雄科技大學,2022/04/15,2022/12/19,青年
SolidWorks 3D進階訓練班第01期,高雄市楠梓區高楠公路1001號2樓,2022/04/14,2022/05/14,在職
溝通技巧與正向關係建立實務班第01期,高雄市苓雅區中山二路412號6樓之3,2022/04/14,2022/05/14,在職
商務形象禮儀實務班第01期,高雄市苓雅區福德三路353巷60號3樓,2022/04/14,2022/07/23,在職
機械繪圖與鈑金設計人員培訓班 第01期,高雄市,2022/04/14,2022/05/30,職前
創意品牌商業設計行銷實務班 第01期,高雄市,2022/04/14,2022/06/15,職前
農地開發利用與分割處理實務班第02期,高雄市前金區中華四路283號5樓,2022/04/12,2022/05/12,在職
經絡調理班第01期,高雄市三民區建工路747號2樓,2022/04/11,2022/05/11,在職
吊升荷重在三公噸以上之固定式起重機(架空式-地面操作)人員訓練班第01期,高雄市岡山區中山北路28號5樓,2022/04/11,2022/05/11,在職
套房裝修與租賃管理實務班第01期,高雄市前金區中華四路283號5樓,2022/04/11,2022/05/11,在職
全方位室內設計及電腦繪圖人才訓練班 第01期,高雄市,2022/04/11,2022/05/23,職前
新食力餐飲職能培訓班 第01期,高雄市,2022/04/11,2022/06/30,職前
生命禮儀規劃專業人才培訓班 第01期,高雄市,2022/04/11,2022/08/30,職前
NA31照服職前班 第01期,高雄市,2022/04/11,2022/06/06,職前
BS07托育人員職前平日班 第01期,高雄市,2022/04/11,2022/07/04,職前
咖啡烘焙與感官實務進階班,高雄市新興區七賢一路469號8樓之3,2022/04/09,2022/05/09,在職
工業配線第01期,高雄市,2022/04/09,2022/05/21,在職
電腦硬體裝修進階第01期,高雄市,2022/04/09,2022/05/21,在職
電腦輔助立體繪圖Solidworks第01期,高雄市,2022/04/09,2022/05/23,在職
傳統整復推拿初級技術員職能基準單元課程班第01期,高雄市三民區建工路747號2樓,2022/04/08,2022/05/08,在職
傳統整復推拿初級技術員職能基準單元課程班第01期,高雄市前金區五福三路21號9樓B室,2022/04/08,2022/05/08,在職
行動商務與社群經營實務班第01期,高雄市苓雅區福德三路353巷60號3樓,2022/04/08,2022/05/08,在職
桌遊與解謎遊戲教學應用班,高雄市三民區建國二路34號13樓,2022/04/08,2022/05/08,在職
廢材運用玩教具創作班第01期,高雄市苓雅區中山二路412號6樓之3,2022/04/08,2022/05/08,在職
BS03托育人員職前平日班 第01期,高雄市,2022/04/08,2022/08/15,職前
BS02托育人員職前平日班 第01期,高雄市,2022/04/08,2022/05/23,職前
智慧照護環控系統規劃與設計班第01期,高雄市三民區中山一路318號,2022/04/07,2022/07/24,在職
民俗調理業傳統整復推拿技術員職能課程班第02期,高雄市大寮區鳳屏一路556~560號2樓,2022/04/07,2022/05/07,在職
營造業甲種職業安全衛生業務主管訓練班第02期,高雄市新興區七賢一路251號14樓,2022/04/07,2022/05/07,在職
APMA B級美國國際經營專案管理師培訓班第01期,高雄市苓雅區中正二路175號13樓之3 高雄信義館K133,2022/04/07,2022/05/07,在職
共有不動產多數決處分與優先購買權實務進階班第01期,高雄市苓雅區光華一路206號17樓之5,2022/04/07,2022/05/07,在職
咖啡沖泡與拉花實作班第01期,高雄市新興區和平一路199號8樓,2022/04/07,2022/05/07,在職
地政士人才培訓班第01期,高雄市苓雅區中正二路30號8樓,2022/04/07,2022/05/07,在職
平面美工包裝設計班第01期,高雄市鳳山區五甲二路529巷40號,2022/04/06,2022/05/06,在職
微控制器人工智慧影像辨識系統設計班 第01期,高雄市,2022/04/06,2022/05/31,職前
NA21照服職前班 第01期,高雄市,2022/04/06,2022/07/04,職前
AutoCAD繪圖與設計實務班 第01期,高雄市,2022/04/06,2022/07/27,職前
Web前端框架實戰班第01期,高雄市三民區中山一路318號,2022/04/04,2022/05/04,在職
水肺潛水從業人員訓練班第01期,高雄市大寮區進學路151號,2022/04/04,2022/05/04,在職
數位轉型經營管理實務班第01期,高雄市前鎮區鎮中路6號8樓,2022/04/04,2022/06/08,在職
大家的職場生活日語實務班第01期,高雄市苓雅區四維四路3號11樓之1,2022/04/03,2022/05/03,在職
荷重在一公噸以上之堆高機操作人員訓練班第01期,高雄市前鎮區一心二路128號11樓之1,2022/04/03,2022/05/03,在職
堆高機操作人員訓練班第03期,高雄市前鎮區瑞隆路472號2樓,2022/04/03,2022/05/03,在職
AutoCAD電腦繪圖(3D)學士學分班第01期,高雄市苓雅區中正二路30號8樓,2022/04/03,2022/05/03,在職
模板支撐作業主管教育訓練班第01期,高雄市苓雅區中正一路315號4樓之2,2022/04/02,2022/05/02,在職
甲種職業安全衛生業務主管教育訓練班第01期,高雄市小港區漢民路232號5樓,2022/04/02,2022/05/02,在職
財務管理入門實務班第01期,高雄市湖內區正義一路299巷2弄19號,2022/04/01,2022/05/01,在職
LINE@暨社群行銷策略實務班,高雄市鳳山區光遠路226號B1,2022/04/01,2022/05/01,在職
烘焙食品人員技能培訓班 第01期,高雄市,2022/04/01,2022/05/20,職前
手機維修與專業包膜培訓班 第01期,高雄市,2022/04/01,2022/05/30,職前
資訊會計與行政人員養成班 第01期,高雄市,2022/04/01,2022/05/12,職前
行政助理與美工編修人員養成班 第01期,高雄市,2022/04/01,2022/07/29,職前
BS09托育人員職前平日班 第01期,高雄市,2022/04/01,2022/08/01,職前
循環經濟產業人才培訓班第一梯次,高雄市楠梓區海專路142號,2022/04/01,2022/06/27,青年
BS06托育人員在職假日班 第01期,高雄市,2022/04/01,2022/05/21,職前
IPP 信息醫療應用及SEO數位廣告行銷人才養成班第一梯次,高雄市三民區建工路415號,2022/04/01,2022/06/29,青年
3D列印與醫藥生技人才養成班第一梯次,高雄市三民區十全一路100號,2022/04/01,2022/06/29,青年
應用於離岸風電產業巡檢之無人機飛手培訓班第一梯次,高雄市楠梓區海專路142號,2022/04/01,2022/06/28,青年
社群經營與自媒體電商人才養成班第一梯次,高雄市燕巢區橫山路59號,2022/04/01,2022/07/27,青年
WebAR虛擬影像剪輯暨無人機技術整合培訓班第一梯次,高雄市三民區建工路415號(建工校區)，部分課程需到燕巢校區(燕巢區深中路58號)及第一校區(燕巢區大學路1號)無人機實務操作。,2022/04/01,2022/12/27,青年
智慧智動化技術人才培訓班,高雄市鳥松區澄清路840號,2022/04/01,2022/06/27,青年
NFT加密藝術科技暨創意互動網站開發實務人才培訓班第一梯次,高雄市苓雅區中正二路30號8 樓,2022/03/31,2022/06/30,青年
電腦軟體應用(丙)班第01期,高雄市三民區中山一路318號,2022/03/30,2022/04/30,在職
自行車在地領騎培訓初階班第01期,高雄市前金區五福三路21號7樓,2022/03/30,2022/05/07,在職
BS08托育人員在職假日1班 第01期,高雄市,2022/03/30,2022/08/14,職前
智慧工廠無人搬運車設計應用班 第01期,高雄市,2022/03/30,2022/05/31,職前
婚禮顧問規劃師培訓班 第01期,高雄市,2022/03/30,2022/05/12,職前
BS11托育人員職前平日班 第01期,高雄市,2022/03/29,2022/04/26,職前
不動產營業員進階訓練班第01期,高雄市苓雅區光華一路206號17樓之5,2022/03/28,2022/04/28,在職
土地開發及趨勢解析實務班第01期,高雄市前鎮區民權二路462號11樓,2022/03/28,2022/04/28,在職
BS01托育人員職前平日班 第01期,高雄市,2022/03/28,2022/04/26,職前
織品傢飾設計暨數位行銷班 第01期,高雄市,2022/03/28,2022/08/17,職前
布作設計縫紉再生暨數位行銷班 第01期,高雄市,2022/03/28,2022/09/16,職前
珠寶的認識訓練班第01期,高雄市苓雅區光華一路206號17樓之5,2022/03/27,2022/04/27,在職
手機拍出專業美感技巧班,高雄市三民區建國二路34號13樓,2022/03/26,2022/04/26,在職
Excel入門商務應用實戰班第01期,高雄市三民區中山一路318號,2022/03/26,2022/05/09,在職
財產繼承與相關稅務規劃實務班第02期,高雄市前金區中華四路283號5樓,2022/03/26,2022/04/26,在職
工程材料估算實務班第03期,高雄市鼓山區中華一路336號5樓-3,2022/03/26,2022/04/26,在職
自製Line貼圖暨Illustrator貼圖創作實務班,高雄市鳳山區光遠路226號B1,2022/03/25,2022/04/25,在職
文創商品彩繪設計師資培訓班第01期,高雄市鳳山區南京路146號,2022/03/25,2022/04/25,在職
金融理財人員培訓班 第01期,高雄市,2022/03/25,2022/04/25,職前
全方位婚禮顧問人才培訓班 第01期,高雄市,2022/03/25,2022/05/13,職前
外籍移工仲介從業人員訓練班第01期,高雄市苓雅區中正二路175號13樓之3,2022/03/23,2022/04/23,在職
企業勞動法務管理實務與案例解析班第01期,高雄市前金區中華四路283號,2022/03/23,2022/05/14,在職
室內空間設計實務班第01期,高雄市三民區建國二路255號2樓,2022/03/23,2022/04/23,在職
就服(職輔)人員專業班第08期,高雄市三民區博愛一路391號3F-1,2022/03/23,2022/04/23,在職
BIM營造機電模型軟體實務應用班第02期,高雄市三民區建工路415號,2022/03/23,2022/05/01,在職
幼兒遊戲教具應用實務班第01期,高雄市三民區大昌二路67號5樓之1,2022/03/23,2022/04/23,在職
勞動法令與勞資爭議處理實務班第01期,高雄市新興區中山二路472號12樓之12,2022/03/23,2022/06/18,在職
坐月子養生餐班第01期,高雄市鳳山區和平路42號,2022/03/23,2022/04/23,在職
辦公室軟體應用與UI/UX網頁設計行銷實務班 第01期,高雄市,2022/03/23,2022/04/27,職前
商業文創插畫設計實務班,高雄市新興區七賢一路469號8樓之3,2022/03/22,2022/04/22,在職
職場溝通日語基礎會話班第01期,高雄市苓雅區三多一路186號,2022/03/21,2022/04/21,在職
ISO 9001:2015內部稽核員培訓班第01期,高雄市前金區大同二路145號5樓之五,2022/03/21,2022/04/21,在職
飾品設計製作與商業行銷應用班 第01期,高雄市,2022/03/21,2022/06/09,職前
數位媒材設計及網頁行銷實務班 第01期,高雄市,2022/03/21,2022/04/20,職前
全端工程師就業養成班第二梯次,高雄市前金區中正四路211號8樓之1,2022/03/20,2022/09/15,青年
