課程名稱,上課地點,開放報名,開課日期,性質
手機拍出美感構圖技巧班,高雄市三民區建國二路34號13樓,2022/08/03,2022/09/02,在職
Python數據資料分析於Excel 自動化應用班第01期,高雄市鳳山區五甲二路529巷40號,2022/08/03,2022/09/03,在職
電子商務與數位行銷人員培訓班 第01期,高雄市,2022/08/03,2022/10/25,職前
美甲凝膠與素描彩繪班第01期,高雄市鼓山區文忠路108號3樓,2022/08/02,2022/08/23,在職
港式點心班第01期,高雄市三民區皓東路169-6號2F,2022/08/02,2022/08/23,在職
全端程式開發與IT資訊應用人才培訓班(青年專班)第01期,(807)高雄市三民區中山一路318號,2022/08/02,2022/09/28,青年
職場溝通日語進階會話班第01期,高雄市苓雅區三多一路186號,2022/08/02,2022/09/01,在職
Python入門與資料分析實作班第02期,高雄市三民區堯山街8號,2022/08/02,2022/09/01,在職
花禮園藝種植應用實務班第02期,高雄市前鎮區鎮中路6號9樓,2022/08/02,2022/08/23,在職
堆高機操作人員訓練班第04期,高雄市前鎮區瑞隆路472號2樓,2022/08/02,2022/08/23,在職
出流管制撰寫實務班第01期,高雄市鼓山區中華一路203號7樓,2022/08/02,2022/08/23,在職
民法及土地相關法規實務訓練班第01期,高雄市苓雅區光華一路206號17樓之5,2022/08/02,2022/09/01,在職
韓語實用會話入門班第01期,高雄市三民區九如二路255號12樓之一,2022/08/02,2022/09/02,在職
食物料理實作班,高雄市左營區民族一路679號1樓,2022/08/02,2022/09/05,在職
DIY手工皂＆清潔用品班第01期,高雄市三民區晉元街67號,2022/08/02,2022/09/03,在職
土地開發實務班,高雄市新興區中山二路472號5樓之8,2022/08/02,2022/08/22,在職
PhotoShop影像處理與影音剪輯編輯設計實務班第01期,高雄市三民區中山一路318號,2022/08/02,2022/08/22,在職
數位行銷與社群經營實務班(青年專班)第01期,(807)高雄市三民區博愛一路287號9樓,2022/08/02,2022/09/26,青年
行政人員辦公室軟體應用與多媒體行銷實務班 第01期,高雄市,2022/08/02,2022/08/24,職前
社群媒體與數位行銷人才培訓班 第01期,高雄市,2022/08/02,2022/10/28,職前
養生調理芳療保健技能班第01期,高雄市苓雅區中正一路372號7樓之3,2022/08/01,2022/09/01,在職
不動產經紀營業員專業訓練班第01期,高雄市前鎮區民權二路462號11樓,2022/08/01,2022/08/31,在職
快速剪髮技能班第01期,高雄市三民區晉元街67號,2022/08/01,2022/08/31,在職
芳療經絡按摩紓壓班第01期,高雄市新興區民生一路206號6樓-1,2022/08/01,2022/08/20,在職
傳統整復推拿初級技術員課程(刮痧與拔罐)班第01期,高雄市三民區建工路747號2樓,2022/08/01,2022/08/20,在職
時尚男士剪燙染造型進階班第02期,高雄市鳳山區文英里八德路251號2樓,2022/08/01,2022/08/20,在職
電商數位行銷設計應用班 第01期,高雄市,2022/08/01,2022/10/28,職前
雷射雕刻應用與木質產品設計班 第01期,高雄市,2022/08/01,2022/11/09,職前
ERP企業資源規劃與數據管理應用班 第01期,高雄市,2022/08/01,2022/09/26,職前
離岸風電海事工程就業輔導班第二梯次,高雄市茄萣區正大路500號( 海洋科技產業創新專區),2022/08/01,2022/09/21,青年
前端工程師就業養成班第二梯次,高雄市前金區中正四路211號8樓之1,2022/08/01,2022/10/17,青年
跨域JAVA軟體工程師就業養成班第四梯次,高雄市前金區中正四路211號8樓之1,2022/08/01,2022/10/31,青年
智慧應用微軟C#工程師就業養成班第一梯次,高雄市前金區中正四路211號8樓之1,2022/08/01,2022/11/28,青年
全端工程師就業養成班第四梯次,高雄市前金區中正四路211號8樓之1,2022/08/01,2022/12/23,青年
半導體製程人才培訓班第一梯次,高雄市楠梓區海專路142號,2022/08/01,2022/12/30,青年
5G物聯網應用之數位行銷人才培訓班第一梯次,高雄市三民區建工路415號(國立高雄科技大學 建工校區),2022/08/01,2022/12/30,青年
鋼鐵工程與技術實務人才培訓班第一梯次,高雄市大樹區學城路一段1號,2022/08/01,2022/12/21,青年
IC封裝工程與技術實務班第一梯次,高雄市大樹區學城路一段1號,2022/08/01,2022/11/17,青年
綠領減碳推動人才養成班第一梯次,高雄市前鎮區工研院產業學院高雄學習中心（806一心一路243號4樓之1）,2022/08/01,2022/11/23,青年
國際商用日文應用班第01期,高雄市前金區中華四路283號5樓(501教室),2022/07/31,2022/09/23,在職
急救人員訓練班第01期,高雄市新興區七賢一路251號14樓,2022/07/31,2022/08/30,在職
精品咖啡萃取與吧檯技巧實務班,高雄市新興區七賢一路469號8樓之3,2022/07/31,2022/08/30,在職
生活家飾彩繪實務班第02期,高雄市前鎮區鎮中路6號8樓,2022/07/31,2022/08/30,在職
水肺潛水從業人員訓練班第01期,高雄市鳳山區光華路68號,2022/07/31,2022/08/30,在職
營造業甲種職業安全衛生業務主管教育訓練班第02期,高雄市苓雅區中正一路315號4樓之2,2022/07/31,2022/08/20,在職
自行車維修初階班第02期,高雄市前金區五福三路21號7樓,2022/07/31,2022/08/19,在職
手機拍攝技巧與APP後製應用班第02期,高雄市新興區民族二路97號10樓,2022/07/31,2022/08/19,在職
紫微斗數實務班第01期,高雄市前鎮區鎮中路6號8樓,2022/07/30,2022/08/30,在職
會計技能實務班第01期,高雄市湖內區正義一路299巷2弄19號,2022/07/30,2022/08/29,在職
美睫職場技能實務班第01期,高雄市新興區民族二路97號9樓,2022/07/30,2022/08/16,在職
育兒照顧技巧實務班第01期,高雄市三民區大昌二路67號5樓之1,2022/07/30,2022/08/29,在職
辦公室軟體Word、Excel與PowerPoint整合應用班第01期,高雄市三民區中山一路318號,2022/07/30,2022/08/17,在職
體適能運動鍛鍊班第02期,高雄市苓雅區武廟路124號,2022/07/29,2022/08/15,在職
時尚剪吹造型實務班第01期,高雄市新興區民族二路97號10樓,2022/07/29,2022/08/14,在職
就業服務職能與勞資法令實務訓練班第01期,高雄市前金區中華四路283號5樓(501教室),2022/07/29,2022/08/14,在職
傳統整復推拿技術員職能課程班第01期,高雄市前金區五福三路21號7樓7B,2022/07/29,2022/08/28,在職
民俗調理業腳底按摩基礎訓練班第01期,高雄市前金區中華四路283號5樓,2022/07/29,2022/08/28,在職
烘焙麵包實作班第01期,高雄市鳳山區和平路42號,2022/07/29,2022/09/04,在職
中西餐點麵包蛋糕班第01期,高雄市鳳山區和平路42號,2022/07/28,2022/08/27,在職
新多益能力提升基礎班第01期,高雄市前金區中華四路283號5樓(501教室),2022/07/28,2022/08/27,在職
線上教學運用技巧與技術班,高雄市苓雅區中山二路412號10樓之3,2022/07/28,2022/09/17,在職
咖啡烘焙實務高階班,高雄市新興區七賢一路469號8樓之3,2022/07/28,2022/08/27,在職
清潔用品及保養品調製班第02期,高雄市前鎮區鎮中路6號8樓,2022/07/28,2022/08/27,在職
中餐基礎技能實作班第02期,高雄市大寮區正氣路79號(博愛大樓中餐一教室),2022/07/28,2022/08/27,在職
美容護膚彩妝技能班第01期,高雄市苓雅區中正一路372號7樓之3,2022/07/28,2022/08/27,在職
烘焙食品進階技能班第01期,高雄市苓雅區中正一路102號,2022/07/28,2022/08/27,在職
綜合爭議調處實務班第01期,高雄市前鎮區鎮中路6號8樓,2022/07/28,2022/08/27,在職
育兒照顧技巧實務班第02期,高雄市三民區大昌二路67號5樓之1,2022/07/28,2022/08/27,在職
IOT智慧生活機器人實務碩士學分班第01期,高雄市三民區建工路415號,2022/07/28,2022/08/27,在職
職場大數據Power BI Desktop基礎實務班,高雄市苓雅區成功一路232號16樓,2022/07/27,2022/09/03,在職
快速剪髮實務班第01期,高雄市三民區晉元街67號,2022/07/27,2022/09/30,在職
凝膠沙龍雕花設計班第01期,高雄市三民區晉元街67號,2022/07/27,2022/08/13,在職
不動產經紀人專業訓練實務班第01期,高雄市前鎮區民權二路462號11樓,2022/07/27,2022/08/13,在職
室內風水設計實務班第02期,高雄市前鎮區鎮中路6號8樓,2022/07/27,2022/08/27,在職
美容技能專修班,高雄市三民區建國二路34號13樓,2022/07/27,2022/08/25,在職
男子理髮進階班第01期,高雄市新興區民族二路97號10樓,2022/07/27,2022/08/13,在職
民俗調理業傳統整復推拿技術員職能課程班第01期,高雄市大寮區鳳屏一路556-580號2樓,2022/07/27,2022/08/13,在職
花藝設計技能班第02期,高雄市前鎮區鎮中路6號9樓,2022/07/27,2022/08/25,在職
美容皂製作與保養品調配班第01期,高雄市新興區民生一路206號6樓之1,2022/07/27,2022/08/14,在職
智慧金融應用碩士學分班第01期,高雄市楠梓區卓越路,2022/07/27,2022/08/21,在職
中餐烹調實作班第01期,高雄市鳳山區和平路42號,2022/07/27,2022/08/20,在職
勞動法令管理與實務解析運用班第01期,高雄市苓雅區中正一路372號6樓之1,2022/07/27,2022/08/13,在職
美容技能實務班第02期,高雄市新興區民族二路97號9樓,2022/07/27,2022/08/26,在職
新多益聽力與閱讀訓練班第01期,高雄市苓雅區三多一路186號(行政大樓8樓),2022/07/26,2022/08/25,在職
財產管理與移轉節稅規劃解析班第01期,高雄市前金區中華四路283號5樓,2022/07/26,2022/08/25,在職
美容技能實作班第01期,高雄市新興區民生一路206號6樓之1,2022/07/26,2022/08/21,在職
不動產經紀人專業輔導班第01期,高雄市三民區九如二路150號17樓,2022/07/26,2022/08/11,在職
美甲技能實務班第01期,高雄市新興區民族二路97號10樓,2022/07/26,2022/08/10,在職
美甲凝膠水彩彩繪班第01期,高雄市新興區民生一路206號6樓-1,2022/07/26,2022/08/06,在職
企業數位行銷與經營策略應用實務班第02期,高雄市前金區大同二路145號5樓之五,2022/07/26,2022/08/25,在職
美髮進階班第02期,高雄市新興區民族二路97號10樓,2022/07/26,2022/08/25,在職
新娘秘書實務班第01期,高雄市新興區民族二路97號10樓,2022/07/26,2022/08/30,在職
商品彩繪設計師資培訓班第01期,高雄市鳳山區南京路146號,2022/07/26,2022/08/08,在職
不動產經紀營業員專業訓練班第06期,高雄市新興區中山二路472號5樓之8,2022/07/26,2022/08/10,在職
運動推拿手法保健班第01期,高雄市三民區建工路747號2樓,2022/07/25,2022/08/05,在職
不動產經紀人專業訓練班第01期,高雄市苓雅區光華一路206號17樓之5,2022/07/25,2022/08/04,在職
共有不動產多數決處分與優先購買權實務進階班第01期,高雄市苓雅區光華一路206號17樓之5,2022/07/25,2022/07/30,在職
產業分析技巧培育訓練班第02期,高雄市前金區大同二路145號5樓之五,2022/07/25,2022/08/24,在職
買賣房屋評估與改建工程實務班第01期,高雄市苓雅區光華一路206號17樓之5,2022/07/25,2022/08/24,在職
美甲沙龍設計班第02期,高雄市苓雅區中正一路99號地下一層(高雄捷運技擊館站3號出口內),2022/07/25,2022/08/06,在職
不動產經紀人專業輔導班第01期,高雄市三民區九如二路150號17樓,2022/07/25,2022/08/06,在職
數位短影音創作暨商業模式訓練班第01期,高雄市苓雅區光華一路206號17樓之5,2022/07/25,2022/08/27,在職
室內設計及電腦繪圖應用培訓班 第01期,高雄市,2022/07/25,2022/09/30,職前
科技美容保健營銷管理師 人才培訓班第一梯次,高雄市茄萣區濱海路四段66號,2022/07/25,2022/10/27,青年
工業用管配管第01期,高雄市,2022/07/24,2022/09/17,在職
CNC銑床第02期,高雄市,2022/07/24,2022/09/19,在職
氬氣鎢極電銲第01期,高雄市,2022/07/24,2022/09/19,在職
機械加工-車床第02期,高雄市,2022/07/24,2022/09/19,在職
ASP.NET MVC 基礎入門第01期,高雄市,2022/07/24,2022/10/01,在職
NAS1-照服自訓自用班 第01期,高雄市,2022/07/21,2022/09/05,職前
特色中西點心製作班(高齡者專班) 第01期,高雄市,2022/07/20,2022/10/14,職前
IOT智慧生活機器人實務碩士學分班第02期,高雄市三民區建工路415號,2022/07/18,2022/09/24,在職
Python資料處理實務班第01期,高雄市前鎮區中山二路2號25樓之5,2022/07/18,2022/12/13,在職
OpenCV-Python 影像處理與物件偵測實務班第01期,高雄市前鎮區中山二路2號25樓之5,2022/07/15,2022/08/15,在職
烘焙暨飲料技能培訓班 第01期,高雄市,2022/07/15,2022/10/21,職前
ASP.NET Core網站開發與智慧物聯網應用班,高雄市三民區博愛一路287號9樓,2022/07/13,2022/08/13,在職
殯葬管理人才培訓班 第01期,高雄市,2022/07/13,2022/11/25,職前
機械與工業產品繪圖實務班 第01期,高雄市,2022/07/11,2022/09/19,職前
荷重在一公噸以上之堆高機操作人員安全衛生教育訓練班第02期,高雄市楠梓區楠梓新路393號4樓,2022/07/09,2022/08/09,在職
全方位財稅會計人員養成班 第01期,高雄市,2022/07/08,2022/09/21,職前
Python大數據資料分析統計應用實務班第01期,高雄市三民區中山一路318號3樓電腦教室,2022/07/07,2022/08/07,在職
IoT感測控制及視覺分析開發班第01期,高雄市苓雅區三多一路186號(行政大樓8樓),2022/07/07,2022/08/07,在職
AI生活智慧節能技術暨物聯網應用設計班 第01期,高雄市,2022/07/07,2022/12/07,職前
科技廠辦營建人才培訓班 第01期,高雄市,2022/07/06,2022/09/05,職前
太陽光電維運技術班第01期,高雄市左營區政德路595號2樓,2022/07/05,2022/08/28,在職
BS10托育人員職前平日班 第02期,高雄市,2022/07/04,2022/10/03,職前
可程式機電控制 第02期,高雄市,2022/07/04,2022/09/13,職前
工業配管與銲接實務 第01期,高雄市,2022/07/04,2022/09/27,職前
行動商務系統設計與開發 第02期,高雄市,2022/07/04,2022/09/27,職前
室內及工業配線 第02期,高雄市,2022/07/04,2022/09/20,職前
電腦數值控制與機械加工 第02期,高雄市,2022/07/04,2022/09/13,職前
電腦輔助創意設計與製造 第03期,高雄市,2022/07/04,2022/09/13,職前
旅遊從業人員 第03期,高雄市,2022/07/04,2022/09/13,職前
國際貿易行銷 第03期,高雄市,2022/07/04,2022/09/13,職前
物流從業人員 第03期,高雄市,2022/07/04,2022/09/13,職前
Angular開發入門與應用實務第01期,高雄市,2022/07/03,2022/08/22,在職
電腦輔助立體繪圖Solidworks第02期,高雄市,2022/07/03,2022/08/22,在職
網路路由技術整合基礎第01期,高雄市,2022/07/03,2022/08/22,在職
工業配線第02期,高雄市,2022/07/03,2022/08/20,在職
可程式控制第02期,高雄市,2022/07/03,2022/08/20,在職
跨境電商網路行銷技巧實務班第02期,高雄市鳳山區光遠路226號B1,2022/07/01,2022/08/01,在職
BIM營造施工模型軟體實務班第03期,高雄市三民區建工路415號,2022/07/01,2022/08/07,在職
NA16照服職前班 第01期,高雄市,2022/07/01,2022/07/28,職前
NA32照服職前班 第01期,高雄市,2022/07/01,2022/08/15,職前
數位轉型專案管理人才培訓班 第01期,高雄市,2022/07/01,2022/08/12,職前
環保產品包裝設計與數位行銷人才培訓班第二梯次,高雄市三民區建工路415號 (國立高雄科技大學 建工校區),2022/07/01,2022/12/30,青年
建築資訊模型機電(MEP)學士學分班第01期,高雄市楠梓區海專路142號,2022/06/30,2022/07/30,在職
智能工業機電設計及製圖整合實務班 第01期,高雄市,2022/06/29,2022/09/26,職前
雲端物聯網與邊緣運算應用班第01期,高雄市三民區中山一路318號,2022/06/28,2022/11/12,在職
室內設計與建築資訊建模實務班 第01期,高雄市,2022/06/28,2022/08/24,職前
國際銲接工程管理人員養成班第一梯次,高雄市楠梓區高楠公路1001號,2022/06/28,2022/10/21,青年
ISO 9606-1國際銲工培訓與檢定課程第三梯次,高雄市楠梓區高楠公路1001號,2022/06/28,2022/11/30,青年
Power BI大數據分析與商業決策應用班第02期,高雄市三民區博愛一路391號3F-1,2022/06/24,2022/07/24,在職
BIM自動化程式開發與應用學士學分班第01期,高雄市三民區建工路415號,2022/06/23,2022/07/23,在職
自媒體影音行銷實務班第02期,高雄市苓雅區中正二路30號8樓,2022/06/23,2022/07/23,在職
好孕膳食製備訓練班 第01期,高雄市,2022/06/23,2022/09/05,職前
皮件手工藝技術人員培訓班 第01期,高雄市,2022/06/22,2022/08/29,職前
BS13托育人員職業訓練平日班 第01期,高雄市,2022/06/20,2022/07/11,職前
光固化3D列印機DIY組裝開發實務班第01期,高雄市前鎮區中山三路132號2樓 (塑膠中心),2022/06/17,2022/07/17,在職
SolidWorks機械設計訓練班第01期,高雄市三民區建國二路255號2樓,2022/06/16,2022/07/16,在職
三菱FX系列可程式控制實務學士學分班第01期,高雄市燕巢區大學路1號,2022/06/16,2022/07/16,在職
Excel VBA 在工程資料分析自動化應用初階班第03期,高雄市鼓山區中華一路336號5樓-3,2022/06/11,2022/07/11,在職
跨境電商網路行銷技巧實務班第01期,高雄市鳳山區光遠路226號B1,2022/06/09,2022/07/09,在職
數據分析與機聯網應用人才培訓班 第01期,高雄市,2022/06/09,2022/08/22,職前
專精餐飲技能訓練班 第01期,高雄市,2022/06/07,2022/09/30,職前
電腦輔助繪圖與3D列印創作 第01期,高雄市,2022/06/06,2022/08/02,職前
太陽光電案場規劃及機電設計班第01期,高雄市左營區政德路595號2樓,2022/06/05,2022/07/05,在職
Cisco網路建置實務班第01期,高雄市前鎮區中山二路2號25樓之5,2022/06/05,2022/08/06,在職
物聯網資訊安全實務應用班,高雄市三民區博愛一路287號9樓,2022/06/03,2022/07/03,在職
Power BI大數據與資料庫分析應用實務班第01期,高雄市三民區中山一路318號3樓電腦教室,2022/06/03,2022/07/03,在職
AI影像辨識實戰班,高雄市三民區博愛一路287號9樓,2022/06/02,2022/07/02,在職
EXCEL VBA網路爬蟲與資料視覺化應用班,高雄市三民區博愛一路287號9樓,2022/06/02,2022/07/02,在職
Python人工智慧應用班第01期,高雄市三民區博愛一路391號3F-1,2022/06/02,2022/07/02,在職
NA23照服職前班 第01期,高雄市,2022/06/01,2022/08/09,職前
NA29照服職前班 第01期,高雄市,2022/06/01,2022/10/03,職前
不動產營業員進階訓練班第02期,高雄市苓雅區光華一路206號17樓之5,2022/05/30,2022/06/30,在職
異國美食風味班 第01期,高雄市,2022/05/30,2022/09/21,職前
食尚大廚養成班 第01期,高雄市,2022/05/30,2022/07/07,職前
越南語基礎班第02期,高雄市鳳山區南京路146號,2022/05/29,2022/06/29,在職
米麵食食品加工製作班第01期,高雄市苓雅區中正一路102號,2022/05/29,2022/06/29,在職
吊升荷重在三公噸以上之固定式起重機(架空型─機上操作)人員教育訓練班第02期,高雄市楠梓區楠梓新路393號2樓,2022/05/29,2022/06/29,在職
Excel 實作與進階函數整合應用班第01期,高雄市三民區中山一路318號,2022/05/27,2022/06/27,在職
中餐烹調技能班第02期,高雄市仁武區鳳仁路253號1樓,2022/05/27,2022/06/27,在職
複合式餐飲技能培訓班 第01期,高雄市,2022/05/27,2022/07/13,職前
中餐烹調職能進階班 第01期,高雄市,2022/05/27,2022/09/30,職前
Python大數據分析應用設計實務班第01期,高雄市三民區建國二路255號2樓,2022/05/26,2022/07/31,在職
會計技能實務班第04期,高雄市湖內區正義一路299巷2弄19號,2022/05/26,2022/06/26,在職
商品攝影超實用進階技巧班第01期,高雄市苓雅區中正二路153號13樓之3,2022/05/26,2022/06/26,在職
共有土地管理處分實務訓練班第01期,高雄市苓雅區光華一路206號17樓之5,2022/05/26,2022/06/26,在職
皮革氣墊涼鞋設計實作班第01期,高雄市前鎮區中山三路132號,2022/05/26,2022/06/26,在職
交通事故處理與分析訓練班第11期,高雄市三民區博愛一路391號3F-1,2022/05/26,2022/06/26,在職
個人形象塑造實務班第02期,高雄市苓雅區福德三路353巷60號3樓,2022/05/26,2022/06/26,在職
健康養生料理及精緻烘焙人員培訓班 第01期,高雄市,2022/05/25,2022/06/27,職前
FDM型3D列印機DIY組裝開發實務班第01期,高雄市前鎮區中山三路132號2樓 (塑膠中心),2022/05/25,2022/06/25,在職
SolidWorks 3D繪圖設計標準課程班第02期,高雄市楠梓區高楠公路1001號2樓,2022/05/25,2022/06/25,在職
就業服務人員實務與法令班第01期,高雄市新興區和平一路199號8樓,2022/05/25,2022/06/25,在職
清潔人員基礎班第01期,高雄市新興區民族二路97號10樓,2022/05/25,2022/06/25,在職
居家綠能智慧水電應用實作初階班第01期,高雄市前金區中華四路283號5樓(502教室),2022/05/25,2022/06/25,在職
成本會計導入與決策實務班第01期,高雄市湖內區正義一路299巷2弄19號,2022/05/25,2022/06/25,在職
咖啡暨調飲實務班第01期,高雄市鳳山區維新路124號D棟11樓之3,2022/05/25,2022/06/25,在職
NA26照服職前班 第01期,高雄市,2022/05/25,2022/09/14,職前
吊升荷重在三公噸以上固定式起重機-機上操作訓練班第01期,高雄市前鎮區一心二路128號8樓之2,2022/05/24,2022/06/24,在職
BS04托育人員職前平日班 第01期,高雄市,2022/05/23,2022/09/19,職前
複合式咖啡與烘焙點心班 第01期,高雄市,2022/05/23,2022/06/27,職前
物聯網資料視覺化實務班第01期,高雄市三民區博愛一路391號3F-1,2022/05/22,2022/07/10,在職
屋頂作業主管訓練班第01期,高雄市新興區七賢一路251號14樓,2022/05/22,2022/06/22,在職
包租代管與房屋買賣租賃評估實務班第01期,高雄市苓雅區光華一路206號17樓之5,2022/05/22,2022/06/22,在職
固定式起重機架空式機上操作人員訓練班第02期,高雄市前鎮區瑞隆路472號2樓,2022/05/22,2022/06/22,在職
問題分析與解決工具實務班第01期,高雄市前金區大同二路145號5樓之五,2022/05/22,2022/06/22,在職
歐式傢飾彩繪設計班,高雄市三民區建國二路34號13樓,2022/05/22,2022/06/22,在職
買賣房屋評估與修繕工程實務班第01期,高雄市苓雅區光華一路206號17樓之5,2022/05/21,2022/06/21,在職
不動產經紀相關法規與估價實務訓練班第01期,高雄市苓雅區光華一路206號17樓之5,2022/05/21,2022/06/21,在職
使用VBA擷取與分析網路資料實戰班第01期,高雄市前鎮區中山二路2號25樓之5,2022/05/21,2022/12/20,在職
AI深度學習實務班第01期,高雄市前鎮區中山二路2號25樓之5,2022/05/20,2022/06/20,在職
土地開發實務訓練班第01期,高雄市苓雅區光華一路206號17樓之5,2022/05/20,2022/06/20,在職
辦公室軟體Word、Excel與PowerPoint整合應用班第02期,高雄市三民區中山一路318號,2022/05/19,2022/06/19,在職
多媒體簡報製作表達技巧實務班,高雄市鳳山區光遠路226號B1,2022/05/19,2022/06/19,在職
藍染工藝美學實務班第01期,高雄市鼓山區文忠路108號3樓,2022/05/19,2022/06/19,在職
手作烘焙西點班第01期,高雄市苓雅區中正一路102號,2022/05/19,2022/06/19,在職
醫學檢驗數據整合判讀班第01期,高雄市三民區十全一路100號,2022/05/19,2022/06/19,在職
咖啡事業技能建構實務班,高雄市新興區七賢一路469號8樓之3,2022/05/19,2022/06/19,在職
手機拍攝技巧實務班第02期,高雄市苓雅區光華一路206號17樓之5,2022/05/18,2022/06/18,在職
中餐宴客料理進階班第01期,高雄市苓雅區中正一路102號,2022/05/18,2022/06/18,在職
創意編織鈎針實務班第01期,高雄市鳳山區維新路122號11樓,2022/05/18,2022/06/18,在職
室內設計繪圖學士學分班第01期,高雄市燕巢區橫山路59號,2022/05/18,2022/06/18,在職
繽紛彩虹革製休閒鞋實作班第02期,高雄市前鎮區中山三路132號,2022/05/18,2022/06/18,在職
甲種職業安全衛生業務主管班第01期,高雄市大寮區進學路151號,2022/05/18,2022/06/18,在職
無人機航拍系統應用班第10期,高雄市三民區博愛一路391號3F-1,2022/05/18,2022/06/18,在職
理燙髮與造型設計培訓班 第01期,高雄市,2022/05/17,2022/08/08,職前
建築環境規劃BIM技術應用學士學分班第01期,高雄市楠梓區海專路142號,2022/05/17,2022/06/11,在職
5G與智慧物聯網應用碩士學分班第01期,高雄市燕巢區大學路1號,2022/05/17,2022/05/21,在職
不動產買賣糾紛預防與解決實務班第01期,高雄市前鎮區民權二路462號11樓,2022/05/17,2022/06/17,在職
BS12托育人員職前平日班 第02期,高雄市,2022/05/17,2022/07/19,職前
製造業菁英人才管理訓練班第01期,高雄市楠梓區高楠公路1001號2樓教室,2022/05/16,2022/08/12,在職
NA24照服職前班 第01期,高雄市,2022/05/16,2022/08/04,職前
幼補教師資及行政人力養成班 第01期,高雄市,2022/05/16,2022/08/30,職前
離岸風電海事工程就業輔導班第一梯次,高雄市茄萣區正大路500號( 海洋科技產業創新專區),2022/05/16,2022/06/30,青年
茶葉感官品評與生活茶美學班第02期,高雄市苓雅區中正二路30號8樓,2022/05/15,2022/06/15,在職
花飾設計應用班,高雄市三民區建國二路34號13樓,2022/05/14,2022/06/14,在職
不動產經紀營業員專業訓練班第05期,高雄市新興區中山二路472號5樓之8,2022/05/14,2022/06/14,在職
傳統經絡調理手技實作班第01期,高雄市苓雅區中正一路249號7樓之1,2022/05/14,2022/06/28,在職
拼布手作應用班第01期,高雄市鳳山區維新路124號D棟11樓之3,2022/05/14,2022/06/14,在職
Illustrator＆Photoshop自媒體影像製作實務班,高雄市鳳山區光遠路226號B1,2022/05/13,2022/06/13,在職
專業家事管理人員培訓班 第01期,高雄市,2022/05/13,2022/08/04,職前
中小企業稅務申報實務班第02期,高雄市湖內區正義一路299巷2弄19號,2022/05/12,2022/06/12,在職
投資工具與金融商品操作實務班第01期,高雄市鼓山區中華一路336號5樓之3訓練教室,2022/05/12,2022/06/19,在職
工程爭議鑑定(漏水及施工及安全)進階職能訓練班第02期,高雄市鼓山區中華一路203號3樓,2022/05/11,2022/06/11,在職
太陽光電系統開發班第01期,高雄市左營區政德路595號2樓,2022/05/11,2022/06/11,在職
IPMA國際專案管理實務應用實戰班第01期,高雄市鳳山區光遠路226號B1,2022/05/11,2022/06/11,在職
營利事業所得稅申報實務班第01期,高雄市湖內區正義一路299巷2弄19號,2022/05/11,2022/06/11,在職
ILLUSTRATOR和PHOTOSHOP 商業設計進階班,高雄市前金區五福三路21號7樓,2022/05/11,2022/06/11,在職
化妝品配方設計與調製實作進階班第01期,高雄市鼓山區中華一路336號5樓之3訓練教室,2022/05/11,2022/06/11,在職
咖啡飲料調製與麵包烘焙訓練創業班 第01期,高雄市,2022/05/11,2022/06/30,職前
套房裝修與投資管理實務班第04期,高雄市苓雅區中華四路283號5樓,2022/05/10,2022/06/10,在職
房地產交易實務班第01期,高雄市苓雅區光華一路206號17樓之5,2022/05/10,2022/06/10,在職
傳統整復推拿班第01期,高雄市前鎮區鎮中路6號8樓,2022/05/09,2022/06/09,在職
溯溪從業人員訓練班第01期,高雄市大寮區進學路151號,2022/05/09,2022/06/09,在職
機電整合 第01期,高雄市,2022/05/09,2022/07/19,職前
會展產業(MICE)人才培訓 第02期,高雄市,2022/05/09,2022/07/19,職前
綜合銲接 第02期,高雄市,2022/05/09,2022/07/12,職前
電腦輔助創意設計與製造 第02期,高雄市,2022/05/09,2022/07/12,職前
網拍多媒體行銷 第03期,高雄市,2022/05/09,2022/07/12,職前
創意手作烘焙點心製作班 第01期,高雄市,2022/05/09,2022/06/14,職前
女子美髮(丙)職能基準課 第01期,高雄市,2022/05/09,2022/06/20,職前
土木施工管理班,高雄市新興區民生一路206號9樓之1,2022/05/08,2022/06/08,在職
Sketch Up室內空間設計與繪製實務班第01期,高雄市三民區中山一路318號,2022/05/08,2022/06/08,在職
3D列印珠寶建模設計班第09期,高雄市前鎮區中山三路132號,2022/05/07,2022/06/30,在職
不動產估價實務班第02期,高雄市鼓山區中華一路336號5樓-3,2022/05/07,2022/06/07,在職
勞動基準法逐條解析訓練班第01期,高雄市前金區大同二路145號5樓之五,2022/05/07,2022/06/07,在職
會計稅務人員基礎實務班第01期,高雄市新興區中山二路472號12樓之12,2022/05/07,2022/06/14,在職
擋土支撐作業主管教育訓練班第01期,高雄市苓雅區中正一路315號4樓之2,2022/05/06,2022/06/06,在職
營造業甲種職業安全衛生業務主管教育訓練班第02期,高雄市小港區漢民路232號5樓,2022/05/06,2022/06/06,在職
修身短外套縫製進階班,高雄市苓雅區中正二路175號13樓之3,2022/05/06,2022/06/27,在職
Linux企業實務應用班第01期,高雄市前鎮區中山二路2號25樓之5,2022/05/06,2022/06/06,在職
時尚美甲飾品設計人才培訓班 第01期,高雄市,2022/05/06,2022/10/04,職前
女裝袋包打版縫紉培訓班 第01期,高雄市,2022/05/06,2022/06/27,職前
兒童教育與行政人員養成班 第01期,高雄市,2022/05/04,2022/08/30,職前
