課程名稱,上課地點,開放報名,開課日期,性質
3D藝術果凍花製作訓練班第01期,彰化縣彰化市南郭路１段339號,2022/03/11,2022/04/11,在職
創意傢飾彩繪應用班第01期,彰化縣彰化市自強南路22巷8號,2022/03/11,2022/04/11,在職
在地特色烘焙飲調技能訓練班 第-期,彰化縣,2022/03/11,2022/05/02,職前
新世代專案管理訓練班第01期,彰化縣彰化市城中北街11號,2022/03/10,2022/04/10,在職
園藝栽培養護與創作實務班第01期,彰化縣田尾鄉福德巷343號,2022/03/10,2022/04/17,在職
照服員職前乙班(員林家樂福) 第01期,彰化縣,2022/03/10,2022/04/11,職前
照服員職前班(二林大愛) 第01期,彰化縣,2022/03/10,2022/04/11,職前
可愛兒童服飾造形創作班第02期,彰化縣彰化市南郭路一段339號,2022/03/09,2022/04/17,在職
CAD2D工業製圖實務應用班第01期,彰化縣員林市靜修路55號,2022/02/28,2022/04/11,在職
產品設計繪圖暨3D列印應用班 第-期,彰化縣,2022/02/24,2022/04/19,職前
團膳規劃與製作人員培訓班團膳規劃與製作人員培訓班 第-期,彰化縣,2022/02/23,2022/05/24,職前
電繪廣告設計與GA行銷數據分析培訓班 第-期,彰化縣,2022/02/23,2022/05/05,職前
實用行政文書軟體應用班第01期,彰化縣彰化市中正路２段75號,2022/02/22,2022/03/22,在職
初級會計人員實務訓練班第01期,彰化縣彰化市民族路209號6樓,2022/02/22,2022/03/22,在職
移地訓練－經典烘焙實務技術培訓班(勞動學苑) 第01期,彰化縣,2022/02/22,2022/04/29,職前
國標舞狐步及探戈舞蹈訓練班第01期,彰化縣員林市莒光路752號5樓,2022/02/21,2022/03/21,在職
剪、吹髮基礎班第01期,彰化縣和美鎮新庄里東發路100巷36之1號,2022/02/20,2022/03/20,在職
咖啡飲料調製技能班第01期,彰化縣彰化市三福街221巷14號2樓,2022/02/19,2022/03/19,在職
時尚手搖飲品調製班第01期,彰化縣彰化市卦山路5號,2022/02/19,2022/04/09,在職
花式美甲凝膠彩繪創意粉雕設計應用班第02期,彰化縣員林市莒光路752號六樓,2022/02/18,2022/03/18,在職
數位創意廣告暨網頁設計班 第-期,彰化縣,2022/02/17,2022/05/10,職前
精緻伴手禮烘焙班第01期,彰化縣彰化市安平街3號2樓,2022/02/16,2022/03/16,在職
適能筋絡瑜珈實務班第03期,彰化縣大村鄉山腳路88-1號,2022/02/15,2022/03/15,在職
主題式造型氣球應用班第01期,彰化縣彰化市南郭路一段339號,2022/02/15,2022/03/15,在職
陰陽宅堪輿應用實務班第01期,彰化縣彰化市新平路146號2樓,2022/02/15,2022/03/15,在職
工業產品開發與電腦繪圖設計實務班 第-期,彰化縣,2022/02/15,2022/04/29,職前
數位媒體視覺設計班第01期,彰化縣和美鎮道周路468號,2022/02/14,2022/03/14,在職
養生料理烹調班第01期,彰化縣彰化市安平街3號1樓,2022/02/14,2022/03/14,在職
數位行銷與實務應用班第01期,彰化縣大村鄉學府路168號,2022/03/09,2022/04/09,在職
跨境電商網路行銷美編班第01期,彰化縣彰化市長壽街136巷9號,2022/03/09,2022/04/09,在職
家務除螨暨病媒防治施藥人員訓練班第04期,彰化縣彰化市城中北街11號,2022/03/09,2022/04/09,在職
物料資材管理人員專業實務訓練班第01期,彰化縣彰化市民族路209號6樓,2022/03/09,2022/04/09,在職
STEAM科技人才師資培訓班 第-期,彰化縣,2022/03/08,2022/04/26,職前
照服員職前B班(花壇博揚) 第-期,彰化縣,2022/03/08,2022/09/08,職前
辦公室文書整合與GOOGLE數位表單應用實務班第01期,彰化縣員林市靜修路55號,2022/03/07,2022/04/07,在職
小吃料理實務班第01期,彰化縣彰化市西興東路125號,2022/03/06,2022/04/06,在職
TTQS企業機構版指標課程班第01期,彰化縣彰化市城中北街11號,2022/03/06,2022/04/25,在職
美髮從業人員專業技能培訓班(勞動學苑) 第01期,彰化縣,2022/03/05,2022/05/05,職前
文創手作布工藝暨行銷設計班(勞動學苑) 第01期,彰化縣,2022/03/03,2022/04/18,職前
創意輕食暨飲料調製培訓班 第-期,彰化縣,2022/03/03,2022/04/28,職前
職人麵包技能暨包裝設計行銷培訓班(勞動學苑) 第01期,彰化縣,2022/03/02,2022/04/11,職前
鞋業管理實務暨樣品開發人才培訓班 第01期,彰化縣,2022/03/02,2022/05/10,職前
銀髮族增能活動設計指導員培訓班(勞動學苑) 第01期,彰化縣,2022/03/02,2022/06/13,職前
補氣養身膳食及坐月子服務培訓班 第01期,彰化縣,2022/03/02,2022/04/27,職前
CAD輔助製圖與產品設計應用班 第-期,彰化縣,2022/03/02,2022/05/27,職前
爆汗有氧及瑜珈訓練班第01期,彰化縣員林市莒光路752號5樓,2022/03/01,2022/04/01,在職
照服員職前甲班(員林家樂福) 第01期,彰化縣,2022/03/01,2022/03/15,職前
花藝設計與佈置應用實務班 第01期,彰化縣,2022/03/01,2022/05/13,職前
西裝領外套製作班第01期,彰化縣彰化市新平路146號3樓,2022/01/23,2022/02/23,在職
產品機構設計製圖班第01期,彰化縣彰化市中正路２段75號,2022/01/22,2022/03/02,在職
手工皂保養品進階班第01期,彰化縣彰化市新平路146號3樓,2022/01/22,2022/02/22,在職
摩登舞蹈訓練班第01期,彰化縣員林市浮圳路１段365巷56弄36號,2022/01/22,2022/03/02,在職
多肉景觀植栽進階班第01期,彰化縣彰化市西興東路125號,2022/01/22,2022/03/02,在職
經典烘焙實務班第01期,彰化縣彰化市西興東路125號,2022/01/21,2022/04/11,在職
實用拼布班第01期,彰化縣彰化市中央路15號3樓,2022/01/21,2022/02/21,在職
國標舞恰恰及倫巴舞蹈訓練班第01期,彰化縣員林市莒光路752號5樓,2022/01/21,2022/03/01,在職
流行律動舞蹈班第01期,彰化縣彰化市中央路184號3樓之5,2022/01/21,2022/02/21,在職
客房及接待服務人員訓練班(產訓合作訓練) 第01期,彰化縣,2022/01/20,2022/03/22,職前
手作麵包製作班第01期,彰化縣彰化市西興東路125號,2022/01/19,2022/02/19,在職
素食烹調實務班第01期,彰化縣彰化市西興東路125號,2022/01/19,2022/02/19,在職
中式麵食加工實務班第01期,彰化縣鹿港鎮永寧街235號3樓.,2022/01/19,2022/02/19,在職
咖啡烘焙訓練班第02期,彰化縣彰化市南郭路１段87號3樓,2022/01/19,2022/03/05,在職
國際標準舞綜合訓練班第01期,彰化縣員林市浮圳路１段365巷56弄36號,2022/01/18,2022/02/18,在職
本土特色產業文創彩繪進階班第08期,彰化縣彰化市城中北街11號,2022/01/18,2022/02/17,在職
雞糞加工肥料產製技術與堆肥場申設及效能分析班第01期,彰化縣彰化市介壽北路1號,2022/01/18,2022/02/11,在職
電腦輔助機械製圖班(SolidWorks)第01期,彰化縣,2022/01/15,2022/04/12,在職
電腦輔助機械製圖班(SolidWorks)第01期,彰化縣,2022/01/15,2022/04/09,在職
照服員職前1班(彰化大眾) 第01期,彰化縣,2022/01/07,2022/09/06,職前
汽車車身修復維修班 第01期,彰化縣,2022/01/05,2022/03/21,職前
物聯網整合應用人才培訓班,彰化縣大村鄉學府路168號,2022/01/01,2022/07/25,青年
工業4.0控制器人才培訓班,彰化縣彰化市介壽北路1號(自動化專業教室),2022/01/01,2022/06/20,青年
國貿尖兵應用實戰班,彰化縣彰化市介壽北路1號(應用外語系教室),2022/01/01,2022/06/27,青年
影像編修技能班(Photoshop)第01期,彰化縣,2022/01/01,2022/03/26,在職
電腦輔助製圖與產品設計雛型列印班 第-期,彰化縣,2021/12/19,2022/03/24,職前
鞋業產品技術開發專員培訓班 第01期,彰化縣,2021/12/02,2022/02/15,職前
國標舞進階森巴及倫巴舞蹈訓練班第01期,彰化縣員林市莒光路752號5樓,2021/11/29,2021/12/29,在職
異國料理實務班第01期,彰化縣彰化市西興東路125號,2021/11/27,2021/12/29,在職
大數據分析人才養成班,彰化縣大村鄉學府路168號,2021/11/26,2022/07/11,青年
智慧農業應用之專業無人機飛手養成班(第二期),彰化縣社頭鄉織襪一路8號,2021/11/24,2022/01/13,青年
社群經營暨圖像視覺設計班第02期,彰化縣彰化市中正路２段75號,2021/11/21,2021/12/21,在職
綠色環保清潔產品製作班第02期,彰化縣彰化市南郭路１段339號,2021/11/18,2021/12/18,在職
財務與資產管理實務班第04期,彰化縣員林市林森路249巷13號2樓之2,2021/11/18,2021/12/18,在職
時尚飲品咖啡調製班第02期,彰化縣彰化市卦山路5號,2021/11/11,2021/12/25,在職
澳洲茶樹精油萃取與調配技術應用班第01期,彰化縣彰化市介壽北路1號,2021/11/11,2021/12/11,在職
網頁美編設計暨影音編輯行銷班 第01期,彰化縣,2021/11/11,2021/12/28,職前
廣告行銷與GA數據分析培訓班 第-期,彰化縣,2021/11/10,2021/12/23,職前
樂齡長照據點服務人員培訓班 第-期,彰化縣,2021/11/09,2022/02/22,職前
產品包裝設計與電腦美工排版應用實務班 第01期,彰化縣,2021/11/09,2021/12/28,職前
精緻甜點及飲品調製班 第-期,彰化縣,2021/11/08,2021/12/28,職前
咖啡飲品及烘焙美學實務班 第-期,彰化縣,2021/11/08,2022/03/24,職前
日式烘焙暨咖啡達人創意班 第-期,彰化縣,2021/11/08,2022/05/26,職前
烘焙麵包技能班第01期,彰化縣彰化市安平街3號2樓,2021/11/07,2021/12/07,在職
機械設計製圖與3D列印實務班第02期,彰化縣彰化市中正路２段75號,2021/11/07,2021/12/07,在職
可愛兒童服飾造形創作班第01期,彰化縣彰化市南郭路一段339號,2021/11/05,2021/12/05,在職
企業財務與成本預算管理實務班第02期,彰化縣彰化市民族路209號6樓,2021/11/04,2021/12/04,在職
商務實用英語應用班第02期,彰化縣彰化市南郭路１段339號,2021/11/03,2021/12/03,在職
食物製備技能班第02期,彰化縣彰化市安平街3號1樓,2021/11/03,2021/12/03,在職
CAD製圖與工業設計應用班 第-期,彰化縣,2021/11/03,2021/12/28,職前
編髮造型進階班第01期,彰化縣彰化市中央路15號,2021/11/02,2021/12/06,在職
西點蛋糕技能班第01期,彰化縣彰化市安平街3號2樓,2021/11/02,2021/12/02,在職
咖啡飲料調製技能班第02期,彰化縣彰化市三福街221巷14號2樓,2021/11/01,2021/12/01,在職
國標舞探戈舞蹈技能訓練班第01期,彰化縣彰化市中央路184號3樓-1,2021/11/01,2021/12/01,在職
OFFICE文書處理與GOOGLE雲端資料應用實務班第02期,彰化縣員林市靜修路55號,2021/11/01,2021/12/29,在職
Google雲端行動辦公文書實務班第01期,彰化縣和美鎮道周路468號,2021/10/29,2021/12/27,在職
無人機職人培訓班第01期,彰化縣埤頭鄉文化路369號(明道大學校區),2021/10/27,2022/02/19,在職
雞糞加工肥料堆肥場系統規劃設計應用班第01期,彰化縣彰化市介壽北路1號,2021/10/27,2021/11/27,在職
職場情境英文進階會話班第02期,彰化縣彰化市民族路267號4樓,2021/10/27,2021/11/26,在職
電腦製圖與五金產品開發打樣實務班 第01期,彰化縣,2021/10/27,2021/12/24,職前
中式米麵食及小吃製作班第01期,彰化縣彰化市西興東路125號,2021/10/25,2021/12/16,在職
經典歐式麵包實務班 第01期,彰化縣,2021/10/25,2021/12/13,職前
職場軟實力訓練班第01期,彰化縣彰化市民族路267號3樓,2021/10/20,2021/12/03,在職
產品實體建構與3D列印打樣實務班第01期,彰化縣員林市靜修路55號,2021/10/19,2021/12/30,在職
CNC電腦數值控制操作暨程式設計班 第01期,彰化縣,2021/10/18,2021/12/27,職前
工業製品設計繪圖軟體應用班 第_期,彰化縣,2021/10/16,2021/12/28,職前
人工智慧結合大數據應用訓練班第01期,彰化縣彰化市介壽北路1號,2021/10/15,2022/02/21,在職
商業媒體設計訓練班第02期,彰化縣彰化市介壽北路1號,2021/10/13,2021/12/18,在職
CIS企業識別導入規劃與LINE貼圖設計實務班第01期,彰化縣員林市靜修路55號,2021/10/02,2021/12/29,在職
鞋業運動鞋數位設計暨開發實務培訓班 第1期,彰化縣,2021/09/14,2021/10/27,職前
生活實用日語初級班第02期,彰化縣彰化市卦山路五號,2021/09/06,2021/12/14,在職
產品2D設計圖面拆解與雷射切割實務班第01期,彰化縣員林市靜修路55號,2021/09/04,2021/11/29,在職
小型農機具維修保養實務班第01期,彰化縣埤頭鄉文化路369號(明道大學校區),2021/09/02,2022/02/19,在職
托育人員專業訓練課程丙班(彰化員林-平日班) 第01期,彰化縣,2021/09/01,2021/10/12,職前
工業與機械產品繪圖實務班,彰化縣彰化市光復路129號,2021/09/01,2022/06/30,青年
室內設計實務班(勞動學苑) 第04期,彰化縣,2021/08/30,2021/10/25,職前
銀髮膳食服務人員培訓班(高齡者專班) 第-期,彰化縣,2021/08/20,2021/10/29,職前
工業與機械產品繪圖實務班,彰化縣彰化市光復路129號,2021/08/01,2021/11/12,青年
國際貿易實務班第02期,彰化縣,2021/08/01,2021/10/23,在職
商品攝影與網拍修圖實務班第01期,彰化縣,2021/08/01,2021/11/09,在職
中式米麵食及小吃製作班第01期,彰化縣彰化市西興東路125號,2021/10/25,2021/12/16,在職
經典歐式麵包實務班 第01期,彰化縣,2021/10/25,2021/12/13,職前
職場軟實力訓練班第01期,彰化縣彰化市民族路267號3樓,2021/10/20,2021/12/03,在職
產品實體建構與3D列印打樣實務班第01期,彰化縣員林市靜修路55號,2021/10/19,2021/12/30,在職
CNC電腦數值控制操作暨程式設計班 第01期,彰化縣,2021/10/18,2021/12/27,職前
工業製品設計繪圖軟體應用班 第_期,彰化縣,2021/10/16,2021/12/28,職前
人工智慧結合大數據應用訓練班第01期,彰化縣彰化市介壽北路1號,2021/10/15,2022/02/21,在職
商業媒體設計訓練班第02期,彰化縣彰化市介壽北路1號,2021/10/13,2021/12/18,在職
CIS企業識別導入規劃與LINE貼圖設計實務班第01期,彰化縣員林市靜修路55號,2021/10/02,2021/12/29,在職
鞋業運動鞋數位設計暨開發實務培訓班 第1期,彰化縣,2021/09/14,2021/10/27,職前
生活實用日語初級班第02期,彰化縣彰化市卦山路五號,2021/09/06,2021/12/14,在職
產品2D設計圖面拆解與雷射切割實務班第01期,彰化縣員林市靜修路55號,2021/09/04,2021/11/29,在職
小型農機具維修保養實務班第01期,彰化縣埤頭鄉文化路369號(明道大學校區),2021/09/02,2022/02/19,在職
托育人員專業訓練課程丙班(彰化員林-平日班) 第01期,彰化縣,2021/09/01,2021/10/12,職前
工業與機械產品繪圖實務班,彰化縣彰化市光復路129號,2021/09/01,2022/06/30,青年
室內設計實務班(勞動學苑) 第04期,彰化縣,2021/08/30,2021/10/25,職前
銀髮膳食服務人員培訓班(高齡者專班) 第-期,彰化縣,2021/08/20,2021/10/29,職前
工業與機械產品繪圖實務班,彰化縣彰化市光復路129號,2021/08/01,2021/11/12,青年
國際貿易實務班第02期,彰化縣,2021/08/01,2021/10/23,在職
商品攝影與網拍修圖實務班第01期,彰化縣,2021/08/01,2021/11/09,在職
照服務員在職班(和美大愛) 第01期,彰化縣,2021/05/18,2021/10/06,職前
照服員職前2班(二林慈恩) 第01期,彰化縣,2021/05/07,2021/08/30,職前
室內配線基礎技能培訓班 第-期,彰化縣,2021/05/07,2021/07/21,職前
移地訓練-創意產品數位設計養成班(彰化地區) 第03期,彰化縣,2021/05/06,2021/08/02,職前
社群經營暨人氣網紅養成班 第01期,彰化縣,2021/05/05,2021/09/06,職前
網路社群平台行銷實戰班 第-期,彰化縣,2021/05/05,2021/08/20,職前
移地訓練－手作烘焙行銷培訓班(B)(勞動學苑) 第02期,彰化縣,2021/05/04,2021/09/13,職前
電腦組裝維修暨系統維護培訓班 第01期,彰化縣,2021/05/04,2021/11/09,職前
基礎打版與縫製應用人才培訓班 第-期,彰化縣,2021/05/04,2021/10/14,職前
托育人員專業訓練課程乙班(彰化員林-假日班) 第01期,彰化縣,2021/05/01,2021/07/17,職前
照服員職前班(溪州松柏) 第01期,彰化縣,2021/05/01,2021/10/07,職前
無人機智慧農業養成班(彰化),彰化縣社頭鄉鴻門巷4號,2021/05/01,2021/07/14,青年
工業4.0控制器人才培訓班,彰化縣彰化市介壽北路一號(自動化系專業教室),2021/05/01,2021/06/28,青年
無人機專業飛手航拍人才養成班,彰化縣大村鄉學府路168號,2021/05/01,2021/08/02,青年
遊戲美術設計暨Unity遊戲開發實務班,彰化縣彰化市介壽北路一號(創遊系專業教室),2021/05/01,2021/06/28,青年
國貿尖兵應用實戰班,彰化縣彰化市介壽北路一號(應用外語系教室),2021/05/01,2021/06/28,青年
照服員在職班(彰化大眾) 第01期,彰化縣,2021/05/01,2021/10/02,職前
電腦輔助機械製圖進階班(SolidWorks)第01期,彰化縣,2021/05/01,2021/08/10,在職
手作烘焙暨飲品調製班 第01期,彰化縣,2021/04/30,2021/10/28,職前
西點烘焙暨午茶輕食技術培訓班 第-期,彰化縣,2021/04/30,2021/10/28,職前
數位行銷與廣告投放小編培訓班 第-期,彰化縣,2021/07/29,2021/09/15,職前
風電產業人才培訓班,彰化縣大村鄉學府路168號,2021/07/21,2022/07/25,青年
日式商用麵包技能暨包裝設計行銷班(勞動學苑) 第02期,彰化縣,2021/07/19,2021/08/30,職前
照服員職前乙班(永靖葳群) 第01期,彰化縣,2021/07/10,2021/10/11,職前
智慧製造之AIoT實務專長訓練班,彰化縣彰化市500師大路2號 (國立彰化師範大學創新育成中心2F培訓教室),2021/07/06,2021/08/02,青年
打版製程與手製設計人才培訓班(勞動學苑) 第01期,彰化縣,2021/07/05,2021/09/30,職前
RWD響應式網頁設計班第01期,彰化縣,2021/07/01,2021/10/12,在職
旅宿業從業人才培訓班 第-期,彰化縣,2021/06/29,2021/08/03,職前
中餐料理暨地方小吃烹飪訓練班 第01期,彰化縣,2021/06/25,2021/09/13,職前
鞋業運動鞋開發人才培訓班 第1期,彰化縣,2021/06/23,2021/07/26,職前
咖啡烘焙技能實務班 第-期,彰化縣,2021/06/10,2021/07/28,職前
總舖師中餐烹調暨管理培訓班 第01期,彰化縣,2021/06/08,2021/07/12,職前
人工智慧結合物聯網設計訓練班第01期,彰化縣彰化市介壽北路1號,2021/06/03,2022/02/26,在職
電腦輔助機械製圖進階班(SolidWorks)第01期,彰化縣,2021/06/01,2021/08/28,在職
無人機智慧農業養成班(彰化二期),彰化縣社頭鄉鴻門巷4號,2021/05/29,2021/08/02,青年
智慧航拍與任務應用之專業無人機飛手培育班,彰化縣員林市山腳路三段2巷6號(中州科技大學),2021/05/28,2021/09/15,青年
智慧零售平台建構與應用人才養成班,彰化縣彰化市介壽北路1號,2021/05/28,2021/06/25,青年
智慧農業應用之專業無人機飛手養成班,彰化縣員林市山腳路三段2巷6號(中州科技大學),2021/05/28,2021/11/01,青年
健康早午輕食料理實務班 第-期,彰化縣,2021/05/25,2021/07/13,職前
人工智慧設計與應用訓練班,50094彰化縣彰化市介壽北路1號(建國科技大學電子工程館6樓普通教室(CC607)),2021/05/21,2021/06/21,在職
數位行銷與廣告投放小編培訓班 第-期,彰化縣,2021/07/29,2021/09/15,職前
風電產業人才培訓班,彰化縣大村鄉學府路168號,2021/07/21,2022/07/25,青年
日式商用麵包技能暨包裝設計行銷班(勞動學苑) 第02期,彰化縣,2021/07/19,2021/08/30,職前
照服員職前乙班(永靖葳群) 第01期,彰化縣,2021/07/10,2021/10/11,職前
智慧製造之AIoT實務專長訓練班,彰化縣彰化市500師大路2號 (國立彰化師範大學創新育成中心2F培訓教室),2021/07/06,2021/08/02,青年
打版製程與手製設計人才培訓班(勞動學苑) 第01期,彰化縣,2021/07/05,2021/09/30,職前
RWD響應式網頁設計班第01期,彰化縣,2021/07/01,2021/10/12,在職
旅宿業從業人才培訓班 第-期,彰化縣,2021/06/29,2021/08/03,職前
中餐料理暨地方小吃烹飪訓練班 第01期,彰化縣,2021/06/25,2021/09/13,職前
鞋業運動鞋開發人才培訓班 第1期,彰化縣,2021/06/23,2021/07/26,職前
咖啡烘焙技能實務班 第-期,彰化縣,2021/06/10,2021/07/28,職前
總舖師中餐烹調暨管理培訓班 第01期,彰化縣,2021/06/08,2021/07/12,職前
人工智慧結合物聯網設計訓練班第01期,彰化縣彰化市介壽北路1號,2021/06/03,2022/02/26,在職
電腦輔助機械製圖進階班(SolidWorks)第01期,彰化縣,2021/06/01,2021/08/28,在職
無人機智慧農業養成班(彰化二期),彰化縣社頭鄉鴻門巷4號,2021/05/29,2021/08/02,青年
智慧航拍與任務應用之專業無人機飛手培育班,彰化縣員林市山腳路三段2巷6號(中州科技大學),2021/05/28,2021/09/15,青年
智慧零售平台建構與應用人才養成班,彰化縣彰化市介壽北路1號,2021/05/28,2021/06/25,青年
智慧農業應用之專業無人機飛手養成班,彰化縣員林市山腳路三段2巷6號(中州科技大學),2021/05/28,2021/11/01,青年
健康早午輕食料理實務班 第-期,彰化縣,2021/05/25,2021/07/13,職前
人工智慧設計與應用訓練班,50094彰化縣彰化市介壽北路1號(建國科技大學電子工程館6樓普通教室(CC607)),2021/05/21,2021/06/21,在職
CAD工業產品開發設計與3D列印打樣實務班 第01期,彰化縣,2020/10/10,2020/11/30,職前
CIS企業識別設計與品牌行銷實務班 第01期,彰化縣,2020/10/10,2020/11/20,職前
異國時尚美食料理班 第01期,彰化縣,2020/10/08,2020/11/19,職前
視覺與介面設計師培訓班(青年專班)第01期,(500)彰化縣彰化市中正路一段542號,2020/10/05,2020/10/30,青年
視覺行銷與社群小編廣告投放實戰班 第01期,彰化縣,2020/08/21,2020/09/30,職前
移地訓練－中西式點心烘焙技術培訓班（勞動學苑） 第02期,彰化縣,2020/08/21,2020/10/05,職前
愛英思科學STEAM講師培育班 第01期,彰化縣,2020/08/17,2020/09/28,職前
CAD電腦製圖應用實務班(青年專班)第01期,(510)彰化縣員林市靜修路55號,2020/08/12,2020/10/29,青年
中餐烹調暨健康料理技能實務班 第01期,彰化縣,2020/08/01,2020/09/07,職前
照服員職前甲班(二林青山) 第01期,彰化縣,2020/08/01,2020/09/07,職前
國際貿易實務班第02期,彰化縣,2020/08/01,2020/10/17,在職
商品攝影與網拍修圖實務班第01期,彰化縣,2020/08/01,2020/10/13,在職
電源供應器設計與製作實務養成班,彰化縣彰化市介壽北路一號,2020/07/17,2020/07/27,青年
創新電商經營與社群行銷操作實務班,彰化縣彰化市介壽北路一號,2020/07/13,2020/07/27,青年
國際貿易行銷實務班,彰化縣彰化市介壽北路一號,2020/07/13,2020/07/27,青年
風電產業人才培育班,彰化縣大村鄉學府路168號,2020/07/10,2020/08/03,青年
人工智慧物聯網人才培育班,彰化縣大村鄉學府路168號,2020/07/10,2020/12/03,青年
照服員職前2班(二林慈恩) 第02期,彰化縣,2020/07/09,2020/08/17,職前
國際商務戰力養成-外銷商務暨國貿實務班,彰化縣彰化市介壽北路一號,2020/07/03,2020/07/20,青年
電腦輔助機械製圖進階班(SolidWorks)第01期,彰化縣,2020/07/01,2020/09/05,在職
移地訓練-網路行銷班 (彰化地區) 第03期,彰化縣,2020/06/30,2020/08/18,職前
數位媒體行銷實戰培訓班(青年專班)第01期,(500)彰化縣彰化市中正路一段542號,2020/06/30,2020/08/14,青年
照服員自訓自用班(埔心松柏) 第01期,彰化縣,2020/06/22,2020/07/20,職前
鞋業廠務管理人才培訓班 第01期,彰化縣,2020/06/22,2020/08/04,職前
雲端OFFICE與手機APP工作術實務班(勞動學苑) 第04期,彰化縣,2020/06/19,2020/09/01,職前
照服員職前丙班(員林家樂福) 第01期,彰化縣,2020/06/17,2020/07/14,職前
CAD工業產品設計暨3D列印實務班 第01期,彰化縣,2020/06/11,2020/07/07,職前
手感烘焙時尚飲品網路行銷班 第01期,彰化縣,2020/06/09,2020/08/24,職前
促進高齡者健康照護人才培訓班(勞動學苑) 第01期,彰化縣,2020/06/09,2020/07/24,職前
電腦輔助製圖暨產品企劃工業導向設計班 第01期,彰化縣,2020/06/08,2020/08/10,職前
室內配線技能培訓班 第01期,彰化縣,2020/06/08,2020/07/28,職前
銀髮到府芳療調理保健技能培訓班 第01期,彰化縣,2020/06/03,2020/07/22,職前
五金產品開發設計與電腦繪圖應用實務班 第01期,彰化縣,2020/06/03,2020/07/22,職前
創意餐車料理班 第01期,彰化縣,2020/06/01,2020/06/29,職前
照服員職前甲班(員林青山) 第01期,彰化縣,2020/06/01,2020/07/04,職前
照服員職前甲班(員林家樂福) 第01期,彰化縣,2020/06/01,2020/06/22,職前
電腦輔助機械製圖進階班(SolidWorks)第01期,彰化縣,2020/06/01,2020/08/04,在職
創意時尚髮妝美甲造型設計實務班 第01期,彰化縣,2020/05/25,2020/08/03,職前
社群廣告投放與視覺行銷設計培訓班 第01期,彰化縣,2020/05/22,2020/06/29,職前
CIS企業識別設計與平面排版應用班 第01期,彰化縣,2020/05/18,2020/07/08,職前
時尚月子餐暨寶寶按摩泌乳月嫂培訓班(勞動學苑) 第01期,彰化縣,2020/05/01,2020/06/15,職前
照服員職前班(埔心部彰) 第01期,彰化縣,2020/05/01,2020/07/13,職前
照服員職前乙班(永靖葳群) 第01期,彰化縣,2020/05/01,2020/08/17,職前
照服員職前甲班(永靖葳群) 第01期,彰化縣,2020/05/01,2020/06/22,職前
照服員職前1班(二林慈恩) 第01期,彰化縣,2020/05/01,2020/06/08,職前
ISO 9001品質管理養成訓練班第01期,彰化縣,2020/05/01,2020/08/01,在職
電腦輔助機械製圖班(AutoCAD)第01期,彰化縣,2020/05/01,2020/07/04,在職
照服員職前甲班(彰化切膚之愛) 第01期,彰化縣,2020/04/20,2020/10/05,職前
照服員職前乙班(彰化切膚之愛) 第01期,彰化縣,2020/04/20,2020/08/03,職前
電腦輔助機械製圖班(勞動學苑) 第03期,彰化縣,2020/04/10,2020/06/18,職前
社群經營與網路數位行銷班(勞動學苑) 第03期,彰化縣,2020/04/10,2020/06/04,職前
多媒手創藝品人才培訓班(勞動學苑) 第01期,彰化縣,2020/04/07,2020/08/17,職前
照服員職前3班(員林白玉) 第01期,彰化縣,2020/04/06,2020/09/09,職前
照服員職前2班(鹿港白玉) 第01期,彰化縣,2020/04/06,2020/08/04,職前
照服員在職1班(員林白玉) 第01期,彰化縣,2020/04/01,2020/08/08,職前
照服員職前1班(員林白玉) 第01期,彰化縣,2020/04/01,2020/07/01,職前
機車、電動車暨噴射引擎維修及職場實務訓練班 第01期,彰化縣,2020/04/01,2020/06/17,職前
精緻農業栽培暨行銷實務班 第01期,彰化縣,2020/04/01,2020/06/01,職前
照服員職前B班(大村大葉) 第01期,彰化縣,2020/03/30,2020/07/13,職前
照服員在職班(和美安老) 第01期,彰化縣,2020/03/27,2020/06/08,職前
造園景觀創作設計實務班 第01期,彰化縣,2020/03/27,2020/07/27,職前
工業產品設計電腦繪圖實作班 第01期,彰化縣,2020/03/25,2020/08/05,職前
美甲美睫與美容技術培訓班 第01期,彰化縣,2020/03/25,2020/06/08,職前
跨境電商行銷暨美編設計人才培訓班 第01期,彰化縣,2020/03/24,2020/08/26,職前
智慧物聯網技術與數據分析實作班 第01期,彰化縣,2020/03/18,2020/07/06,職前
智慧機電整合及職場實務訓練班 第01期,彰化縣,2020/03/18,2020/07/01,職前
照服員職前A班(花壇博揚) 第01期,彰化縣,2020/03/18,2020/07/07,職前
照服員在職班(花壇博揚) 第01期,彰化縣,2020/03/18,2020/07/04,職前
CNC電腦數值控制操作暨工業製圖班 第01期,彰化縣,2020/03/17,2020/07/06,職前
托育人員專業訓練課程乙班(彰化員林-平日班) 第01期,彰化縣,2020/03/16,2020/07/06,職前
托育人員專業訓練課程甲班(彰化員林-假日班) 第01期,彰化縣,2020/03/16,2020/07/04,職前
平面設計技能班第01期,彰化縣,2020/03/15,2020/05/23,在職
照服員職前A班(花壇弘揚) 第01期,彰化縣,2020/03/13,2020/09/25,職前
烘焙及飲料調製培訓班 第01期,彰化縣,2020/03/13,2020/05/08,職前
社群小編與視覺設計行銷班 第01期,彰化縣,2020/03/12,2020/05/07,職前
建築及家庭室內配線技能養成班 第01期,彰化縣,2020/03/12,2020/06/01,職前
