課程名稱,上課地點,開放報名,開課日期,性質
坐月子服務人員培訓班 第01期,花蓮縣,2019/04/29,2019/07/02,職前
花蓮縣照顧服務員專班 第04期,花蓮縣,2019/04/03,2019/05/13,職前
美甲美睫人員培訓班 第03期,花蓮縣,2019/04/01,2019/06/24,職前
室內裝修實務(產訓班)(花蓮) 第02期,花蓮縣,2019/03/29,2019/07/11,職前
藝術特效妝雕塑眉整體造型班 第02期,花蓮縣,2019/03/26,2019/06/27,職前
創意木質生活傢俱製作班 第01期,花蓮縣,2019/03/26,2019/06/24,職前
香噴噴麵包培訓班 第01期,花蓮縣,2019/03/22,2019/06/24,職前
農特產品行銷解說人才培訓班 第01期,花蓮縣,2019/03/22,2019/06/03,職前
手作木工培訓班 第01期,花蓮縣,2019/03/22,2019/05/22,職前
星級旅館服務人員實務班 第01期,花蓮縣,2019/03/20,2019/06/25,職前
自然農法栽種管理班 第01期,花蓮縣,2019/03/20,2019/06/04,職前
有機農業栽培實務班 第01期,花蓮縣,2019/03/20,2019/05/10,職前
電腦美工設計與雲端應用班 第01期,花蓮縣,2019/03/20,2019/06/19,職前
蔬果苗木園藝實務班 第01期,花蓮縣,2019/03/20,2019/05/13,職前
中餐料理製作班 第01期,花蓮縣,2019/03/20,2019/04/19,職前
室內建築裝修設計班 第01期,花蓮縣,2019/03/18,2019/06/24,職前
農作物栽培及觀光農園經營班 第01期,花蓮縣,2019/03/18,2019/04/29,職前
手作商品製作暨包裝行銷班 第01期,花蓮縣,2019/03/18,2019/05/31,職前
美容紋繡及美膚人員培訓班 第01期,花蓮縣,2019/03/18,2019/04/29,職前
寶玉石研磨與金工鑲嵌設計班 第01期,花蓮縣,2019/03/15,2019/05/10,職前
花東縱谷暨人文解說人員培訓班 第01期,花蓮縣,2019/03/13,2019/05/20,職前
旅遊趣觀光人才訓練班 第01期,花蓮縣,2019/03/12,2019/04/29,職前
觀光導覽解說人員培訓班 第01期,花蓮縣,2019/03/12,2019/04/22,職前
創意傢俱木工專業人員培訓班 第01期,花蓮縣,2019/03/12,2019/04/15,職前
時尚飲調微型創業班 第01期,花蓮縣,2019/03/07,2019/04/26,職前
婚顧藝術彩繪整體造型班 第01期,花蓮縣,2019/03/06,2019/04/08,職前
網路行銷商業設計實務班 第01期,花蓮縣,2019/03/06,2019/03/29,職前
微商社群行銷 第01期,花蓮縣,2019/03/05,2019/05/06,職前
行動彩妝秘書培訓 第01期,花蓮縣,2019/03/05,2019/04/29,職前
全方位時尚造型技術實務班 第01期,花蓮縣,2019/03/05,2019/05/13,職前
花蓮縣照顧服務員專班 第07期,花蓮縣,2019/03/04,2019/05/09,職前
花蓮縣照顧服務員自訓自用 第01期,花蓮縣,2019/03/01,2019/04/10,職前
花蓮縣照顧服務員專班 第02期,花蓮縣,2019/03/01,2019/04/01,職前
食尚早午餐料理製作班 第01期,花蓮縣,2019/02/27,2019/06/27,職前
手搖潮飲創業製作班 第01期,花蓮縣,2019/02/27,2019/04/17,職前
安膳月子餐製作人才培訓班 第01期,花蓮縣,2019/02/21,2019/04/15,職前
水電空調維護（假日班）(花蓮)第01期,花蓮縣,2019/02/21,2019/06/15,在職
花蓮縣照顧服務員專班 第03期,花蓮縣,2019/02/11,2019/03/11,職前
工業用管配管(產訓班)(花蓮) 第01期,花蓮縣,2018/12/10,2019/03/19,職前
室內設計電腦繪圖(產訓班)(花蓮) 第01期,花蓮縣,2018/11/23,2019/03/18,職前
玉石飾品設計(花蓮) 第01期,花蓮縣,2018/11/19,2019/03/21,職前
室內設計手繪製圖(假日班)(花蓮) 第01期,花蓮縣,2018/11/15,2019/03/16,在職
民宿簡易水電修護(花蓮) 第01期,花蓮縣,2018/10/31,2019/01/17,在職
室內裝修實務(產訓班)(花蓮) 第01期,花蓮縣,2018/10/29,2019/01/17,職前
水電(產訓班)(花蓮) 第01期,花蓮縣,2018/10/22,2019/01/22,職前
