課程名稱,上課地點,開放報名,開課日期,性質
照顧服務員專班訓練第二期 第02期,基隆市,2019/03/11,2019/04/08,職前
108年度基隆市照顧服務員用人單位自訓自用訓練班 第05期,基隆市,2019/03/08,2019/05/13,職前
流行髮藝沙龍應用班 第01期,基隆市,2019/03/08,2019/06/03,職前
基隆市照顧服務員專班 第01期,基隆市,2019/03/04,2019/03/15,職前
半自動電銲-進階(基隆)第01期,基隆市,2019/01/14,2019/04/01,在職
珠寶金工基礎(假日班)(基隆) 第01期,基隆市,2019/01/03,2019/04/14,在職
袋包製作訓練班(訓用合一)(推動事業單位辦理職前培訓計畫) 第01期,基隆市,2018/12/20,2019/01/11,職前
冷凍空調裝修(基隆) 第01期,基隆市,2018/11/26,2019/03/11,職前
銲接(基隆) 第01期,基隆市,2018/10/31,2019/02/25,職前
珠寶飾品設計與製作(基隆) 第01期,基隆市,2018/10/31,2019/02/18,職前
電腦輔助機械製圖(六堵) 第01期,基隆市,2018/10/31,2019/01/14,職前
餐飲東西軍技能創業班 第01期,基隆市,2018/07/16,2019/09/02,職前
